table,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D1_target,D2_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,193392,1.2071903944015503,2.846799373626709,8298,10293.347647058823,1.2404612734464717,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,203755,1.3400602340698242,2.872863292694092,7896,0.0,,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,94462,1.1491119861602783,2.8380818367004395,7959,10494.314285714285,1.31854683826037,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,590890,1.2978947162628174,2.8598101139068604,7835,6345.714285714285,1.2346915803692031,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,783383,1.150227427482605,2.81827974319458,8138,6363.3875,1.2788785847160808,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,737605,1.238210678100586,2.8511314392089844,7930,0.0,,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,516560,1.197317361831665,3.073276996612549,7846,12507.990515771526,1.5941869125377932,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,137642,1.2696336507797241,2.7730391025543213,8110,6219.440476190475,1.3039758208229575,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,37803,1.3029752969741821,2.835411787033081,7741,6208.26,1.2468872115536398,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,254800,1.2096027135849,2.7787673473358154,8107,2120.0,3.824056603773585,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,605930,1.2198346853256226,2.638248920440674,8005,14460.876623376624,1.8064805275923328,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,209329,1.1634966135025024,2.5807759761810303,8035,8340.766666666666,1.0380543455714581,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,766585,1.2398511171340942,2.9337518215179443,8110,4154.6,1.9520531459105568,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,488782,1.1352602243423462,3.0121567249298096,7982,8374.867647058823,1.0492191990802835,384,384
