cell,method,selectivity,n_paired,mean_delta_pct,median_delta_pct,std_delta_pct
SIFT_sf10,Hilbert,0.3,500,-11.408292270600231,-12.151819114753932,9.385809208908492
SIFT_sf10,Hilbert,0.5,500,-8.520804792525208,-9.298115262111594,6.738810243078738
SIFT_sf10,sparse_rp,0.01,500,10.160661293373193,-1.3298646164599257,62.2734433720218
SIFT_sf10,sparse_rp,0.05,500,-4.601951329932687,-6.961990521597548,25.42345318605544
SIFT_sf10,sparse_rp,0.1,500,-9.06642115686002,-9.92679353044699,16.059773251195626
SIFT_sf10,sparse_rp,0.3,500,-9.884137632216028,-10.486704411279385,9.626879768373485
SIFT_sf10,sparse_rp,0.5,500,-7.33378475108547,-7.790254606737207,6.818197978922781
SIFT_sf10,Adaptive,0.01,500,12.71888358683022,0.0,66.1173595691171
SIFT_sf10,Adaptive,0.05,500,-4.7183654873647125,-6.637670725248552,26.049055857592915
SIFT_sf10,Adaptive,0.1,500,-8.072698719571882,-10.042662218248918,17.254164330561398
SIFT_sf10,Adaptive,0.3,500,-9.622049724587287,-10.431938534902542,9.6294003825711
SIFT_sf10,Adaptive,0.5,500,-7.1869800264264,-7.866561379728939,6.874528067318139
SSN_sf1,HDBSCAN,0.01,500,17.92005171366444,0.20497821554841045,72.15617758427359
SSN_sf1,HDBSCAN,0.05,500,2.1984033629228126,-0.08903782389010167,23.735589190971538
SSN_sf1,HDBSCAN,0.1,500,0.7342312285211215,-0.22390255343746884,15.188678691434044
SSN_sf1,HDBSCAN,0.3,500,0.1434931464327256,0.09186622684435977,7.183736314261528
SSN_sf1,HDBSCAN,0.5,500,0.12910493433926,0.09165697839764089,4.324857948112044
SSN_sf1,MB_partial,0.01,500,20.64600460058367,1.21515756578948,82.96563892753005
SSN_sf1,MB_partial,0.05,500,2.4693396355525685,-0.6893933165683097,23.46505254063716
SSN_sf1,MB_partial,0.1,500,0.925552310851509,-0.6751089314316534,15.346763274462486
SSN_sf1,MB_partial,0.3,500,0.14295449005845665,-0.35244387019586165,7.069608309652324
SSN_sf1,MB_partial,0.5,500,0.15833322260340826,-0.25311404424595374,4.5477709630416205
SSN_sf1,Hilbert,0.01,500,15.066434777873319,1.0367640016307154,67.01994968886432
SSN_sf1,Hilbert,0.05,500,1.874775867443648,-1.355936836058721,21.622404829133814
SSN_sf1,Hilbert,0.1,500,1.4604195854975874,0.6715415869147838,13.329931276389086
SSN_sf1,Hilbert,0.3,500,-0.05714846097777479,-0.47332569547666775,6.797759196213915
SSN_sf1,Hilbert,0.5,500,0.16301186296276926,-0.033369441004788884,4.430214238559905
SSN_sf1,sparse_rp,0.01,500,16.14287615692469,0.41984128289472133,66.56232515014587
SSN_sf1,sparse_rp,0.05,500,2.639313695857034,-0.12190483308677065,21.34249256307197
SSN_sf1,sparse_rp,0.1,500,1.1462510046753627,0.14742011927275422,14.490431960843788
SSN_sf1,sparse_rp,0.3,500,-0.1772815238911727,-0.5362566125678929,6.941936683067622
SSN_sf1,sparse_rp,0.5,500,-0.1281259234609538,-0.15872568413615107,4.1670381865027375
SSN_sf1,Adaptive,0.01,500,12.761364703948752,0.0,61.35344053283309
SSN_sf1,Adaptive,0.05,500,1.8955486222448659,-0.5194805194805279,21.30870694805685
SSN_sf1,Adaptive,0.1,500,0.678447245132401,0.0,13.415607455661487
SSN_sf1,Adaptive,0.3,500,-0.003730484177248343,0.0,7.066962504152667
SSN_sf1,Adaptive,0.5,500,-0.03826603050347478,-0.21300671742706728,4.150636069174351
SSN_sf10,HDBSCAN,0.01,500,13.092439213156268,0.17527931300967486,61.98128775559025
SSN_sf10,HDBSCAN,0.05,500,2.7632417274385315,0.6550063092535137,20.130931237611154
SSN_sf10,HDBSCAN,0.1,500,0.6957370318057914,0.6964991630819573,13.291168233692234
SSN_sf10,HDBSCAN,0.3,500,0.07709450271172828,-0.3835584344283155,6.834341024755337
SSN_sf10,HDBSCAN,0.5,500,0.0819675753932382,-0.034397185968479786,4.358492759484861
SSN_sf10,MB_partial,0.01,500,13.159894045445478,-1.6004660902049115,65.24300346008759
SSN_sf10,MB_partial,0.05,500,2.930570936355073,0.5612701408752707,22.563099308172937
SSN_sf10,MB_partial,0.1,500,1.353467311387094,0.047176858690888446,14.282486962891392
SSN_sf10,MB_partial,0.3,500,0.1946123129005707,-0.22043833785401948,6.70259664939677
SSN_sf10,MB_partial,0.5,500,0.1531556162178446,-0.17005345286728651,4.17766816406635
SSN_sf10,Hilbert,0.01,500,15.021629553621354,0.3274885718483249,63.41558563771732
SSN_sf10,Hilbert,0.05,500,4.280038469186433,0.5252124646754511,24.9491080886982
SSN_sf10,Hilbert,0.1,500,1.348137963000259,0.2983627944022721,14.831930520112675
SSN_sf10,Hilbert,0.3,500,0.3056749988881436,-0.08843188336027055,6.862140713678521
SSN_sf10,Hilbert,0.5,500,0.16877470048366944,0.21885391490584727,4.363340592836402
