cell,anchor,variant,n_pairs,median_diff_ms,anchor_med_ms,variant_med_ms,w_stat,p_value,p_holm,holm_rank
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:chao_weighted,15,9.260801132768393,1046.807202976197,1043.890916975215,59.0,0.97796630859375,1.0,160
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:cum_sqrtf,15,-7.567371008917689,1046.807202976197,1056.8064410472289,35.0,0.1688232421875,1.0,58
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:hilbert_real,15,-8.658108999952674,1046.807202976197,1039.1740310005844,44.0,0.389404296875,1.0,80
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:hyperloglog,15,3.3803440164774656,1046.807202976197,1047.5559729384258,52.0,0.67877197265625,1.0,123
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:ica_fastica,15,10.88732189964503,1046.807202976197,1047.7818120270967,56.0,0.846923828125,1.0,144
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:lavallee_hidiroglou,15,5.101411021314561,1046.807202976197,1031.0803590109572,36.0,0.1876220703125,1.0,60
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:mhist2,15,-8.073600009083748,1046.807202976197,1059.646576992236,38.0,0.22930908203125,1.0,65
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:pca1d,15,-10.442550061270595,1046.807202976197,1050.5186839727685,46.0,0.45428466796875,1.0,85
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:rabitq_strat,15,10.705142049118876,1046.807202976197,1038.999966927804,30.0,0.0946044921875,1.0,43
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:rsvd,15,-7.009224849753082,1046.807202976197,1046.6102509526536,49.0,0.5614013671875,1.0,102
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:skilling_hilbert,15,5.771542084403336,1046.807202976197,1045.7958079641685,57.0,0.890380859375,1.0,147
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:sparse_rp,15,10.015019099228084,1046.807202976197,1041.5523309493437,60.0,1.0,1.0,168
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:zorder_morton,15,0.6262570386752486,1046.807202976197,1044.312330079265,57.0,0.890380859375,1.0,148
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,oracle,15,1.9168149447068572,1046.807202976197,1045.3217569738626,49.0,0.5614013671875,1.0,101
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,B1,15,5709.884446929209,6629.114161944017,1046.807202976197,0.0,6.103515625e-05,0.010986328125,1
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:chao_weighted,15,5719.795610988513,6629.114161944017,1043.890916975215,0.0,6.103515625e-05,0.010986328125,5
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:cum_sqrtf,15,5581.331916968338,6629.114161944017,1056.8064410472289,0.0,6.103515625e-05,0.010986328125,10
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:hilbert_real,15,5714.257839135826,6629.114161944017,1039.1740310005844,0.0,6.103515625e-05,0.010986328125,3
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:hyperloglog,15,5746.321129961871,6629.114161944017,1047.5559729384258,0.0,6.103515625e-05,0.010986328125,9
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:ica_fastica,15,5576.169101987034,6629.114161944017,1047.7818120270967,0.0,6.103515625e-05,0.010986328125,6
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:lavallee_hidiroglou,15,5598.03380293306,6629.114161944017,1031.0803590109572,0.0,6.103515625e-05,0.010986328125,11
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:mhist2,15,5565.191991976462,6629.114161944017,1059.646576992236,0.0,6.103515625e-05,0.010986328125,14
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:pca1d,15,5726.019504130818,6629.114161944017,1050.5186839727685,0.0,6.103515625e-05,0.010986328125,7
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:rabitq_strat,15,5742.173617938533,6629.114161944017,1038.999966927804,0.0,6.103515625e-05,0.010986328125,15
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:rsvd,15,5680.698100011796,6629.114161944017,1046.6102509526536,0.0,6.103515625e-05,0.010986328125,12
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:skilling_hilbert,15,5575.06343908608,6629.114161944017,1045.7958079641685,0.0,6.103515625e-05,0.010986328125,4
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:sparse_rp,15,5598.346538026817,6629.114161944017,1041.5523309493437,0.0,6.103515625e-05,0.010986328125,13
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:zorder_morton,15,5748.498366912827,6629.114161944017,1044.312330079265,0.0,6.103515625e-05,0.010986328125,8
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,oracle,15,5569.903275929391,6629.114161944017,1045.3217569738626,0.0,6.103515625e-05,0.010986328125,2
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:chao_weighted,15,-3.22794693056494,1065.6820239964873,1071.3881149422377,58.0,0.93408203125,1.0,155
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:cum_sqrtf,15,9.517460013739765,1065.6820239964873,1058.133119950071,44.0,0.389404296875,1.0,81
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:hilbert_real,15,-2.2416269639506936,1065.6820239964873,1061.3110909471288,47.0,0.48870849609375,1.0,93
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:hyperloglog,15,-0.8021228713914752,1065.6820239964873,1067.024072050117,54.0,0.76153564453125,1.0,130
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:ica_fastica,15,-1.4363989466801286,1065.6820239964873,1057.1397630264983,59.0,0.97796630859375,1.0,161
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:lavallee_hidiroglou,15,-0.4873779835179448,1065.6820239964873,1065.734232077375,53.0,0.7197265625,1.0,125
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:mhist2,15,9.190180106088519,1065.6820239964873,1060.1864620111883,49.0,0.5614013671875,1.0,103
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:pca1d,15,2.2399501176550984,1065.6820239964873,1065.821625990793,48.0,0.52447509765625,1.0,97
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:rabitq_strat,15,-11.736304964870214,1065.6820239964873,1070.107633015141,28.0,0.072998046875,1.0,37
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:rsvd,15,-0.7422599010169506,1065.6820239964873,1062.6181120751426,59.0,0.97796630859375,1.0,162
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:skilling_hilbert,15,6.205459008924663,1065.6820239964873,1062.0668089250103,39.0,0.25238037109375,1.0,67
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:sparse_rp,15,2.3513389751315117,1065.6820239964873,1069.3553750170395,52.0,0.67877197265625,1.0,124
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,CaseB:zorder_morton,15,-2.5331780780106783,1065.6820239964873,1060.8982109697536,58.0,0.93408203125,1.0,156
tpc_h/q10 DEEP sf10 sel0.001 qid1,B1,oracle,15,0.4456539172679186,1065.6820239964873,1060.4417560389265,55.0,0.803955078125,1.0,137
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,B1,15,5769.944111001678,6828.784234938212,1065.6820239964873,0.0,6.103515625e-05,0.010986328125,16
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:chao_weighted,15,5759.122203919105,6828.784234938212,1071.3881149422377,0.0,6.103515625e-05,0.010986328125,20
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:cum_sqrtf,15,5763.022549916059,6828.784234938212,1058.133119950071,0.0,6.103515625e-05,0.010986328125,25
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:hilbert_real,15,5761.707496014424,6828.784234938212,1061.3110909471288,0.0,6.103515625e-05,0.010986328125,18
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:hyperloglog,15,5758.928621886298,6828.784234938212,1067.024072050117,0.0,6.103515625e-05,0.010986328125,24
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:ica_fastica,15,5759.17066691909,6828.784234938212,1057.1397630264983,0.0,6.103515625e-05,0.010986328125,21
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:lavallee_hidiroglou,15,5757.5693659018725,6828.784234938212,1065.734232077375,0.0,6.103515625e-05,0.010986328125,26
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:mhist2,15,5755.909085972235,6828.784234938212,1060.1864620111883,0.0,6.103515625e-05,0.010986328125,29
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:pca1d,15,5754.476577974856,6828.784234938212,1065.821625990793,0.0,6.103515625e-05,0.010986328125,22
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:rabitq_strat,15,5754.2885119328275,6828.784234938212,1070.107633015141,0.0,6.103515625e-05,0.010986328125,30
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:rsvd,15,5757.6871670316905,6828.784234938212,1062.6181120751426,0.0,6.103515625e-05,0.010986328125,27
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:skilling_hilbert,15,5761.740843881853,6828.784234938212,1062.0668089250103,0.0,6.103515625e-05,0.010986328125,19
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:sparse_rp,15,5756.1810238985345,6828.784234938212,1069.3553750170395,0.0,6.103515625e-05,0.010986328125,28
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,CaseB:zorder_morton,15,5767.69914990291,6828.784234938212,1060.8982109697536,0.0,6.103515625e-05,0.010986328125,23
tpc_h/q10 DEEP sf10 sel0.001 qid1,baseline,oracle,15,5762.485906947404,6828.784234938212,1060.4417560389265,0.0,6.103515625e-05,0.010986328125,17
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:chao_weighted,15,0.5784569075331092,1056.559041957371,1055.9805850498378,43.0,0.359130859375,1.0,79
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:cum_sqrtf,15,-0.6608819821849465,1056.559041957371,1065.2090759249404,57.0,0.890380859375,1.0,149
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:hilbert_real,15,2.9120190301910043,1056.559041957371,1058.1306129461154,46.0,0.45428466796875,1.0,86
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:hyperloglog,15,-4.367884015664458,1056.559041957371,1067.3264730721712,53.0,0.7197265625,1.0,126
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:ica_fastica,15,-2.303261077031493,1056.559041957371,1071.6559899738058,44.0,0.389404296875,1.0,82
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:lavallee_hidiroglou,15,-0.00685499981045723,1056.559041957371,1056.7928449017927,57.0,0.890380859375,1.0,150
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:mhist2,15,0.2995150862261653,1056.559041957371,1064.425963908434,55.0,0.803955078125,1.0,138
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:pca1d,15,-4.412462119944394,1056.559041957371,1066.6134119965136,40.0,0.27685546875,1.0,69
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:rabitq_strat,15,-4.218152025714517,1056.559041957371,1061.2766549456865,51.0,0.638671875,1.0,115
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:rsvd,15,-6.086661014705896,1056.559041957371,1062.1938890544698,40.0,0.27685546875,1.0,70
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:skilling_hilbert,15,-8.24636803008616,1056.559041957371,1067.0817430363968,33.0,0.1353759765625,1.0,49
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:sparse_rp,15,-12.71456596441567,1056.559041957371,1068.111247033812,34.0,0.15142822265625,1.0,56
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,CaseB:zorder_morton,15,-5.638892063871026,1056.559041957371,1066.0223740851507,28.0,0.072998046875,1.0,38
tpc_h/q10 DEEP sf10 sel0.001 qid2,B1,oracle,15,-2.530151978135109,1056.559041957371,1065.9348829649389,51.0,0.638671875,1.0,114
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,B1,15,5766.421871026978,6826.0719910031185,1056.559041957371,0.0,6.103515625e-05,0.010986328125,31
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:chao_weighted,15,5774.6829859679565,6826.0719910031185,1055.9805850498378,0.0,6.103515625e-05,0.010986328125,35
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:cum_sqrtf,15,5765.335666015744,6826.0719910031185,1065.2090759249404,0.0,6.103515625e-05,0.010986328125,40
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:hilbert_real,15,5767.941378057003,6826.0719910031185,1058.1306129461154,0.0,6.103515625e-05,0.010986328125,33
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:hyperloglog,15,5763.119604904205,6826.0719910031185,1067.3264730721712,0.0,6.103515625e-05,0.010986328125,39
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:ica_fastica,15,5753.958828980103,6826.0719910031185,1071.6559899738058,0.0,6.103515625e-05,0.010986328125,36
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:lavallee_hidiroglou,15,5759.682722040452,6826.0719910031185,1056.7928449017927,0.0,6.103515625e-05,0.010986328125,41
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:mhist2,15,5758.672825992107,6826.0719910031185,1064.425963908434,0.0,6.103515625e-05,0.010986328125,44
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:pca1d,15,5757.825804990716,6826.0719910031185,1066.6134119965136,0.0,6.103515625e-05,0.010986328125,37
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:rabitq_strat,15,5766.490019974299,6826.0719910031185,1061.2766549456865,0.0,6.103515625e-05,0.010986328125,45
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:rsvd,15,5754.822673974559,6826.0719910031185,1062.1938890544698,0.0,6.103515625e-05,0.010986328125,42
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:skilling_hilbert,15,5768.475360004231,6826.0719910031185,1067.0817430363968,0.0,6.103515625e-05,0.010986328125,34
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:sparse_rp,15,5758.859183988534,6826.0719910031185,1068.111247033812,0.0,6.103515625e-05,0.010986328125,43
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,CaseB:zorder_morton,15,5757.293940056115,6826.0719910031185,1066.0223740851507,0.0,6.103515625e-05,0.010986328125,38
tpc_h/q10 DEEP sf10 sel0.001 qid2,baseline,oracle,15,5759.547544992529,6826.0719910031185,1065.9348829649389,0.0,6.103515625e-05,0.010986328125,32
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:chao_weighted,15,-26.839722064323723,948.3528160490096,982.7089660102502,15.0,0.00836181640625,1.0,21
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:cum_sqrtf,15,-39.16655003558844,948.3528160490096,989.4401209894568,20.0,0.02154541015625,1.0,27
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:hilbert_real,15,-33.6479441029951,948.3528160490096,984.1512329876423,15.0,0.00836181640625,1.0,19
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:hyperloglog,15,-33.734922064468265,948.3528160490096,983.0045169219375,11.0,0.00335693359375,0.52032470703125,14
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:ica_fastica,15,-31.114127836190164,948.3528160490096,985.5661279289052,15.0,0.00836181640625,1.0,22
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:lavallee_hidiroglou,15,-33.41725911013782,948.3528160490096,986.6839880123734,29.0,0.083251953125,1.0,41
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:mhist2,15,-30.264853034168482,948.3528160490096,982.0236759260297,30.0,0.0946044921875,1.0,44
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:pca1d,15,-39.846666040830314,948.3528160490096,989.820615039207,0.0,6.103515625e-05,0.01025390625,1
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:rabitq_strat,15,-34.43553496617824,948.3528160490096,987.7141650067642,0.0,6.103515625e-05,0.01025390625,4
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:rsvd,15,-32.56426192820072,948.3528160490096,986.5112929837778,15.0,0.00836181640625,1.0,23
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:skilling_hilbert,15,-31.619313987903297,948.3528160490096,980.5238909320906,15.0,0.00836181640625,1.0,20
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:sparse_rp,15,-34.556468948721886,948.3528160490096,984.0933510567993,0.0,6.103515625e-05,0.01025390625,3
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,CaseB:zorder_morton,15,-36.88656399026513,948.3528160490096,988.528746063821,0.0,6.103515625e-05,0.01025390625,2
tpc_h/q12 DEEP sf10 sel0.001 qid0,B1,oracle,15,-40.81379994750023,948.3528160490096,985.794743988663,14.0,0.0067138671875,1.0,18
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,B1,15,5074.663457926363,6012.764288927428,948.3528160490096,0.0,6.103515625e-05,0.010986328125,46
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:chao_weighted,15,5043.555782875046,6012.764288927428,982.7089660102502,0.0,6.103515625e-05,0.010986328125,50
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:cum_sqrtf,15,5035.367139033042,6012.764288927428,989.4401209894568,0.0,6.103515625e-05,0.010986328125,55
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:hilbert_real,15,5039.490616996773,6012.764288927428,984.1512329876423,0.0,6.103515625e-05,0.010986328125,48
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:hyperloglog,15,5018.4353101067245,6012.764288927428,983.0045169219375,0.0,6.103515625e-05,0.010986328125,54
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:ica_fastica,15,5032.99622097984,6012.764288927428,985.5661279289052,0.0,6.103515625e-05,0.010986328125,51
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:lavallee_hidiroglou,15,5035.576074034907,6012.764288927428,986.6839880123734,0.0,6.103515625e-05,0.010986328125,56
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:mhist2,15,5033.566882950254,6012.764288927428,982.0236759260297,0.0,6.103515625e-05,0.010986328125,59
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:pca1d,15,5017.40994292777,6012.764288927428,989.820615039207,0.0,6.103515625e-05,0.010986328125,52
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:rabitq_strat,15,5036.587383016013,6012.764288927428,987.7141650067642,0.0,6.103515625e-05,0.010986328125,60
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:rsvd,15,5017.554836929776,6012.764288927428,986.5112929837778,0.0,6.103515625e-05,0.010986328125,57
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:skilling_hilbert,15,5025.516772991978,6012.764288927428,980.5238909320906,0.0,6.103515625e-05,0.010986328125,49
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:sparse_rp,15,5026.100876973942,6012.764288927428,984.0933510567993,0.0,6.103515625e-05,0.010986328125,58
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,CaseB:zorder_morton,15,5036.36423998978,6012.764288927428,988.528746063821,0.0,6.103515625e-05,0.010986328125,53
tpc_h/q12 DEEP sf10 sel0.001 qid0,baseline,oracle,15,5026.9695449387655,6012.764288927428,985.794743988663,0.0,6.103515625e-05,0.010986328125,47
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:chao_weighted,15,0.04516402259469032,986.8299650261179,968.2004860369489,59.0,0.97796630859375,1.0,163
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:cum_sqrtf,15,6.507559912279248,986.8299650261179,863.6227879906073,28.0,0.072998046875,1.0,39
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:hilbert_real,15,2.772134030237794,986.8299650261179,986.843309015967,47.0,0.48870849609375,1.0,94
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:hyperloglog,15,-5.951768020167947,986.8299650261179,987.6000710064545,40.0,0.27685546875,1.0,71
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:ica_fastica,15,-0.08189503569155931,986.8299650261179,984.1155540198088,48.0,0.52447509765625,1.0,98
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:lavallee_hidiroglou,15,0.6075210403650999,986.8299650261179,969.3328589200974,50.0,0.5994873046875,1.0,108
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:mhist2,15,-2.493973937816918,986.8299650261179,975.855465978384,51.0,0.638671875,1.0,116
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:pca1d,15,-0.25536096654832363,986.8299650261179,986.7808140115812,56.0,0.846923828125,1.0,145
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:rabitq_strat,15,-1.087529119104147,986.8299650261179,926.8725999863818,55.0,0.803955078125,1.0,139
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:rsvd,15,-5.948918056674302,986.8299650261179,993.1558939861134,33.0,0.1353759765625,1.0,50
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:skilling_hilbert,15,-3.235967014916241,986.8299650261179,988.3007849566638,46.0,0.45428466796875,1.0,87
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:sparse_rp,15,3.3981939777731895,986.8299650261179,983.6885470431298,58.0,0.93408203125,1.0,157
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,CaseB:zorder_morton,15,0.3826089669018984,986.8299650261179,816.9570739846677,49.0,0.5614013671875,1.0,104
tpc_h/q12 DEEP sf10 sel0.001 qid1,B1,oracle,15,1.0406909277662635,986.8299650261179,982.3375639971346,54.0,0.76153564453125,1.0,131
tpc_h/q12 DEEP sf10 sel0.001 qid1,baseline,B1,15,4993.460549972951,5983.892088988796,986.8299650261179,0.0,6.103515625e-05,0.010986328125,61
tpc_h/q12 DEEP sf10 sel0.001 qid1,baseline,CaseB:chao_weighted,15,4993.505713995546,5983.892088988796,968.2004860369489,0.0,6.103515625e-05,0.010986328125,65
tpc_h/q12 DEEP sf10 sel0.001 qid1,baseline,CaseB:cum_sqrtf,15,4994.380610994995,5983.892088988796,863.6227879906073,0.0,6.103515625e-05,0.010986328125,70
tpc_h/q12 DEEP sf10 sel0.001 qid1,baseline,CaseB:hilbert_real,15,4986.4240939496085,5983.892088988796,986.843309015967,0.0,6.103515625e-05,0.010986328125,63
tpc_h/q12 DEEP sf10 sel0.001 qid1,baseline,CaseB:hyperloglog,15,4995.545533951372,5983.892088988796,987.6000710064545,0.0,6.103515625e-05,0.010986328125,69
