sel,cell,type_label,method,paradigm,delta_pct
0.001,A5-scale-sf1,Type 1,chao_weighted,P3,-5.258947407817247
0.001,A5-scale-sf1,Type 1,hilbert_real,P2,-1.2863238952191716
0.001,A5-scale-sf1,Type 1,skilling_hilbert,P2,-7.379334295641695
0.001,A5-scale-sf1,Type 1,ica_fastica,P4,-3.6464649649919907
0.001,A5-scale-sf1,Type 1,pca1d,P4,-5.173395613679452
0.001,A5-scale-sf1,Type 1,zorder_morton,P2,-6.981021805057234
0.001,A5-scale-sf1,Type 1,hyperloglog,P9,-4.90944415816061
0.001,A5-scale-sf1,Type 1,cum_sqrtf,P5,-1.431213129865955
0.001,A5-scale-sf1,Type 1,lavallee_hidiroglou,P5,-2.3551938197815465
0.001,A5-scale-sf1,Type 1,sparse_rp,P4,-5.601129335795642
0.001,A5-scale-sf1,Type 1,rsvd,P4,-0.081577508326389
0.001,A5-scale-sf1,Type 1,minibatch_partial,P1,-0.2107547570091454
0.001,A5-scale-sf1,Type 1,rabitq_strat,P6,-3.549696227427469
0.001,A5-scale-sf1,Type 1,mhist2,P6,3.400966993120337
0.001,A5-scale-sf1,Type 1,faiss_ivf,P2,2.8530593377530904
0.001,A5-scale-sf1,Type 1,gmm,P1,10.709561987033027
0.001,A5-scale-sf1-SIFT,Type 1,chao_weighted,P3,-9.92938982821865
0.001,A5-scale-sf1-SIFT,Type 1,hilbert_real,P2,-8.23630661024358
0.001,A5-scale-sf1-SIFT,Type 1,skilling_hilbert,P2,-9.119751494504296
0.001,A5-scale-sf1-SIFT,Type 1,ica_fastica,P4,-5.681785501876173
0.001,A5-scale-sf1-SIFT,Type 1,pca1d,P4,-5.598386601552102
0.001,A5-scale-sf1-SIFT,Type 1,zorder_morton,P2,-6.0721503012183025
0.001,A5-scale-sf1-SIFT,Type 1,hyperloglog,P9,-4.269507183157001
0.001,A5-scale-sf1-SIFT,Type 1,cum_sqrtf,P5,-2.059177126244786
0.001,A5-scale-sf1-SIFT,Type 1,lavallee_hidiroglou,P5,0.15327974045660878
0.001,A5-scale-sf1-SIFT,Type 1,sparse_rp,P4,-8.148515606467031
0.001,A5-scale-sf1-SIFT,Type 1,rsvd,P4,-3.088932005252035
0.001,A5-scale-sf1-SIFT,Type 1,minibatch_partial,P1,-2.234934985130037
0.001,A5-scale-sf1-SIFT,Type 1,rabitq_strat,P6,-7.334867765580151
0.001,A5-scale-sf1-SIFT,Type 1,mhist2,P6,-4.216451054835602
0.001,A5-scale-sf1-SIFT,Type 1,faiss_ivf,P2,-5.45406191989291
0.001,A5-scale-sf1-SIFT,Type 1,gmm,P1,31.169940412300036
0.001,A5-scale-sf1-SSN,Type 1,chao_weighted,P3,-6.662989434113513
0.001,A5-scale-sf1-SSN,Type 1,hilbert_real,P2,-8.240959738121205
0.001,A5-scale-sf1-SSN,Type 1,skilling_hilbert,P2,-4.452963207153529
0.001,A5-scale-sf1-SSN,Type 1,ica_fastica,P4,-3.9779135779027555
0.001,A5-scale-sf1-SSN,Type 1,pca1d,P4,-7.145713150587004
0.001,A5-scale-sf1-SSN,Type 1,zorder_morton,P2,-8.075634466323642
0.001,A5-scale-sf1-SSN,Type 1,hyperloglog,P9,-3.6714956529689124
0.001,A5-scale-sf1-SSN,Type 1,cum_sqrtf,P5,-3.5036257806719404
0.001,A5-scale-sf1-SSN,Type 1,lavallee_hidiroglou,P5,-4.213458112722315
0.001,A5-scale-sf1-SSN,Type 1,sparse_rp,P4,-4.136976916052489
0.001,A5-scale-sf1-SSN,Type 1,rsvd,P4,-4.78682452036166
0.001,A5-scale-sf1-SSN,Type 1,minibatch_partial,P1,-5.752625557501306
0.001,A5-scale-sf1-SSN,Type 1,rabitq_strat,P6,-6.591949259598815
0.001,A5-scale-sf1-SSN,Type 1,mhist2,P6,-3.5409377728969558
0.001,A5-scale-sf1-SSN,Type 1,faiss_ivf,P2,-4.059492248332289
0.001,A5-scale-sf1-SSN,Type 1,gmm,P1,0.48982982126178704
0.001,A6-WIKI-sf1,Type 1,chao_weighted,P3,-6.831077419930087
0.001,A6-WIKI-sf1,Type 1,hilbert_real,P2,-2.132659392973032
0.001,A6-WIKI-sf1,Type 1,skilling_hilbert,P2,-2.828153633863261
0.001,A6-WIKI-sf1,Type 1,ica_fastica,P4,-7.872799799460337
0.001,A6-WIKI-sf1,Type 1,pca1d,P4,-4.992353382815544
0.001,A6-WIKI-sf1,Type 1,zorder_morton,P2,-7.283392500815131
0.001,A6-WIKI-sf1,Type 1,hyperloglog,P9,-5.276082948633383
0.001,A6-WIKI-sf1,Type 1,cum_sqrtf,P5,-4.972660874083813
0.001,A6-WIKI-sf1,Type 1,lavallee_hidiroglou,P5,-0.32353333392884015
0.001,A6-WIKI-sf1,Type 1,sparse_rp,P4,-6.372406207144518
0.001,A6-WIKI-sf1,Type 1,rsvd,P4,-3.2480176725888206
0.001,A6-WIKI-sf1,Type 1,minibatch_partial,P1,0.4298587758493845
0.001,A6-WIKI-sf1,Type 1,rabitq_strat,P6,-8.293056677259598
0.001,A6-WIKI-sf1,Type 1,mhist2,P6,-5.863338239242713
0.001,A6-WIKI-sf1,Type 1,faiss_ivf,P2,-4.92627243020376
0.001,A6-WIKI-sf1,Type 1,gmm,P1,2.8561348826586412
0.001,A7-YFCC-sf1,Type 1,chao_weighted,P3,-7.207710808287985
0.001,A7-YFCC-sf1,Type 1,hilbert_real,P2,-4.775080303901726
0.001,A7-YFCC-sf1,Type 1,skilling_hilbert,P2,-4.600325012428264
0.001,A7-YFCC-sf1,Type 1,ica_fastica,P4,-7.257050619712286
0.001,A7-YFCC-sf1,Type 1,pca1d,P4,-6.412282284798891
0.001,A7-YFCC-sf1,Type 1,zorder_morton,P2,-3.917346859382306
0.001,A7-YFCC-sf1,Type 1,hyperloglog,P9,-1.7834225399268295
0.001,A7-YFCC-sf1,Type 1,cum_sqrtf,P5,-9.41724448757965
0.001,A7-YFCC-sf1,Type 1,lavallee_hidiroglou,P5,-4.427946388429438
0.001,A7-YFCC-sf1,Type 1,sparse_rp,P4,-5.848594350623471
0.001,A7-YFCC-sf1,Type 1,rsvd,P4,-2.121778661303672
0.001,A7-YFCC-sf1,Type 1,minibatch_partial,P1,1.9140866639055893
0.001,A7-YFCC-sf1,Type 1,rabitq_strat,P6,-2.4057553561674636
0.001,A7-YFCC-sf1,Type 1,mhist2,P6,-1.8593041426256114
0.001,A7-YFCC-sf1,Type 1,faiss_ivf,P2,2.991187153976729
0.001,A7-YFCC-sf1,Type 1,gmm,P1,5.871452471353736
0.001,A5-scale-sf10,Type 2,chao_weighted,P3,-7.917933488080932
0.001,A5-scale-sf10,Type 2,hilbert_real,P2,-4.216828463913449
0.001,A5-scale-sf10,Type 2,skilling_hilbert,P2,-2.280810337256807
0.001,A5-scale-sf10,Type 2,ica_fastica,P4,-7.75489529091309
0.001,A5-scale-sf10,Type 2,pca1d,P4,-4.782842984000732
0.001,A5-scale-sf10,Type 2,zorder_morton,P2,-4.009966344205939
0.001,A5-scale-sf10,Type 2,hyperloglog,P9,-4.584766238821858
0.001,A5-scale-sf10,Type 2,cum_sqrtf,P5,-7.14740823505368
0.001,A5-scale-sf10,Type 2,lavallee_hidiroglou,P5,-5.974842239514214
0.001,A5-scale-sf10,Type 2,sparse_rp,P4,-8.097396540505931
0.001,A5-scale-sf10,Type 2,rsvd,P4,-3.9243292018356613
0.001,A5-scale-sf10,Type 2,minibatch_partial,P1,-7.595195209778656
0.001,A5-scale-sf10,Type 2,rabitq_strat,P6,-2.1149980125139285
0.001,A5-scale-sf10,Type 2,mhist2,P6,1.2765675451531877
0.001,A5-scale-sf10,Type 2,faiss_ivf,P2,-1.276085536771267
0.001,A5-scale-sf10,Type 2,gmm,P1,3.4626490772220095
0.001,A5-scale-sf10-SIFT,Type 2,chao_weighted,P3,-6.2299911123870935
0.001,A5-scale-sf10-SIFT,Type 2,hilbert_real,P2,-7.626701943835888
0.001,A5-scale-sf10-SIFT,Type 2,skilling_hilbert,P2,-3.584871658918755
0.001,A5-scale-sf10-SIFT,Type 2,ica_fastica,P4,-4.68970935419421
0.001,A5-scale-sf10-SIFT,Type 2,pca1d,P4,-8.50170887604177
0.001,A5-scale-sf10-SIFT,Type 2,zorder_morton,P2,-8.14731046179762
0.001,A5-scale-sf10-SIFT,Type 2,hyperloglog,P9,-7.418129240954238
0.001,A5-scale-sf10-SIFT,Type 2,cum_sqrtf,P5,-3.362048784442238
0.001,A5-scale-sf10-SIFT,Type 2,lavallee_hidiroglou,P5,2.197917675532453
0.001,A5-scale-sf10-SIFT,Type 2,sparse_rp,P4,-8.727894282831096
0.001,A5-scale-sf10-SIFT,Type 2,rsvd,P4,0.5716330331293537
0.001,A5-scale-sf10-SIFT,Type 2,minibatch_partial,P1,7.8051160984845485
0.001,A5-scale-sf10-SIFT,Type 2,rabitq_strat,P6,1.6509186246763548
0.001,A5-scale-sf10-SIFT,Type 2,mhist2,P6,-1.5736841307654315
0.001,A5-scale-sf10-SIFT,Type 2,faiss_ivf,P2,5.267379541394506
0.001,A5-scale-sf10-SIFT,Type 2,gmm,P1,24.377428623298066
0.001,A5-scale-sf10-SSN,Type 2,chao_weighted,P3,-6.931895876332457
0.001,A5-scale-sf10-SSN,Type 2,hilbert_real,P2,-8.387511817522604
0.001,A5-scale-sf10-SSN,Type 2,skilling_hilbert,P2,-4.358505975372815
0.001,A5-scale-sf10-SSN,Type 2,ica_fastica,P4,-6.751119413799427
0.001,A5-scale-sf10-SSN,Type 2,pca1d,P4,-6.106240747359992
0.001,A5-scale-sf10-SSN,Type 2,zorder_morton,P2,-8.650737541748077
0.001,A5-scale-sf10-SSN,Type 2,hyperloglog,P9,-2.7840118440124235
0.001,A5-scale-sf10-SSN,Type 2,cum_sqrtf,P5,-0.2842826387901193
0.001,A5-scale-sf10-SSN,Type 2,lavallee_hidiroglou,P5,-0.2706226609662461
0.001,A5-scale-sf10-SSN,Type 2,sparse_rp,P4,-7.872384072005337
0.001,A5-scale-sf10-SSN,Type 2,rsvd,P4,-9.304555093757575
0.001,A5-scale-sf10-SSN,Type 2,minibatch_partial,P1,-3.993725620042138
0.001,A5-scale-sf10-SSN,Type 2,rabitq_strat,P6,-5.077068397560914
0.001,A5-scale-sf10-SSN,Type 2,mhist2,P6,-3.1673208739751173
0.001,A5-scale-sf10-SSN,Type 2,faiss_ivf,P2,-8.705431546192756
0.001,A5-scale-sf10-SSN,Type 2,gmm,P1,-7.674012250097405
0.001,A6-WIKI-sf10,Type 2,chao_weighted,P3,-6.2174372476248525
0.001,A6-WIKI-sf10,Type 2,hilbert_real,P2,-5.913867907433754
0.001,A6-WIKI-sf10,Type 2,skilling_hilbert,P2,-8.40046323363423
0.001,A6-WIKI-sf10,Type 2,ica_fastica,P4,-6.995262341289198
0.001,A6-WIKI-sf10,Type 2,pca1d,P4,-6.163963039824144
0.001,A6-WIKI-sf10,Type 2,zorder_morton,P2,-2.1862446607536237
0.001,A6-WIKI-sf10,Type 2,hyperloglog,P9,-0.5160629107300796
0.001,A6-WIKI-sf10,Type 2,cum_sqrtf,P5,-2.2092957400069357
0.001,A6-WIKI-sf10,Type 2,lavallee_hidiroglou,P5,-3.3514655965258164
0.001,A6-WIKI-sf10,Type 2,sparse_rp,P4,-2.749794145579745
0.001,A6-WIKI-sf10,Type 2,rsvd,P4,0.31530257190202493
0.001,A6-WIKI-sf10,Type 2,minibatch_partial,P1,9.79447973648347
0.001,A6-WIKI-sf10,Type 2,rabitq_strat,P6,-1.8017840549246185
0.001,A6-WIKI-sf10,Type 2,mhist2,P6,-1.7121373192900518
0.001,A6-WIKI-sf10,Type 2,faiss_ivf,P2,14.687115819668728
0.001,A6-WIKI-sf10,Type 2,gmm,P1,18.48623721806583
0.001,A1-DEEP,Type 3,chao_weighted,P3,-10.892237918881527
0.001,A1-DEEP,Type 3,hilbert_real,P2,-8.999420610939243
0.001,A1-DEEP,Type 3,skilling_hilbert,P2,-9.303192385026659
0.001,A1-DEEP,Type 3,ica_fastica,P4,-9.136114882517246
0.001,A1-DEEP,Type 3,pca1d,P4,-5.58298409671168
0.001,A1-DEEP,Type 3,zorder_morton,P2,-9.271690205073877
0.001,A1-DEEP,Type 3,hyperloglog,P9,-4.550396092135976
0.001,A1-DEEP,Type 3,cum_sqrtf,P5,-1.518887460266019
0.001,A1-DEEP,Type 3,lavallee_hidiroglou,P5,-4.284193559459527
0.001,A1-DEEP,Type 3,sparse_rp,P4,-5.9543593715041165
0.001,A1-DEEP,Type 3,rsvd,P4,-4.127850779847637
0.001,A1-DEEP,Type 3,minibatch_partial,P1,-2.7871583745388118
0.001,A1-DEEP,Type 3,rabitq_strat,P6,3.2436048732601512
0.001,A1-DEEP,Type 3,mhist2,P6,1.8464237671831547
0.001,A1-DEEP,Type 3,faiss_ivf,P2,-3.008011133204632
0.001,A1-DEEP,Type 3,gmm,P1,3.999439379777802
0.001,A1-SIFT,Type 3,chao_weighted,P3,-5.112687576406873
0.001,A1-SIFT,Type 3,hilbert_real,P2,-6.815316793819638
0.001,A1-SIFT,Type 3,skilling_hilbert,P2,-5.406977377742746
0.001,A1-SIFT,Type 3,ica_fastica,P4,-8.6804589523777
0.001,A1-SIFT,Type 3,pca1d,P4,-4.2959018147765295
0.001,A1-SIFT,Type 3,zorder_morton,P2,-6.962089438021259
0.001,A1-SIFT,Type 3,hyperloglog,P9,-6.245053566723245
0.001,A1-SIFT,Type 3,cum_sqrtf,P5,-2.054434121463508
0.001,A1-SIFT,Type 3,lavallee_hidiroglou,P5,-8.0438878859139
0.001,A1-SIFT,Type 3,sparse_rp,P4,-3.844242236866054
0.001,A1-SIFT,Type 3,rsvd,P4,-0.0943534151377051
0.001,A1-SIFT,Type 3,minibatch_partial,P1,-1.4051415186897769
0.001,A1-SIFT,Type 3,rabitq_strat,P6,10.030398540818192
0.001,A1-SIFT,Type 3,mhist2,P6,-1.0742538120549594
0.001,A1-SIFT,Type 3,faiss_ivf,P2,0.9023022377372903
0.001,A1-SIFT,Type 3,gmm,P1,16.48537608139024
0.001,A1-SSN,Type 3,chao_weighted,P3,-2.150957314610312
0.001,A1-SSN,Type 3,hilbert_real,P2,-4.51767953019273
0.001,A1-SSN,Type 3,skilling_hilbert,P2,-5.00861033600557
0.001,A1-SSN,Type 3,ica_fastica,P4,-8.264391083079781
0.001,A1-SSN,Type 3,pca1d,P4,-5.91276898595161
0.001,A1-SSN,Type 3,zorder_morton,P2,-5.897410588527566
0.001,A1-SSN,Type 3,hyperloglog,P9,-6.3254267017644015
0.001,A1-SSN,Type 3,cum_sqrtf,P5,-2.21233117537138
0.001,A1-SSN,Type 3,lavallee_hidiroglou,P5,-1.5644447129591788
0.001,A1-SSN,Type 3,sparse_rp,P4,-4.879780702010371
0.001,A1-SSN,Type 3,rsvd,P4,-5.715870124964379
0.001,A1-SSN,Type 3,minibatch_partial,P1,-7.308327249095359
0.001,A1-SSN,Type 3,rabitq_strat,P6,-1.902378839336047
0.001,A1-SSN,Type 3,mhist2,P6,-3.0084971905527964
0.001,A1-SSN,Type 3,faiss_ivf,P2,0.08856625651996777
0.001,A1-SSN,Type 3,gmm,P1,39.33004572107953
0.001,A4-sel,Type 3,chao_weighted,P3,-10.892237918881527
0.001,A4-sel,Type 3,hilbert_real,P2,-8.999420610939243
0.001,A4-sel,Type 3,skilling_hilbert,P2,-9.303192385026659
0.001,A4-sel,Type 3,ica_fastica,P4,-9.136114882517246
0.001,A4-sel,Type 3,pca1d,P4,-5.58298409671168
0.001,A4-sel,Type 3,zorder_morton,P2,-9.271690205073877
0.001,A4-sel,Type 3,hyperloglog,P9,-4.550396092135976
0.001,A4-sel,Type 3,cum_sqrtf,P5,-1.518887460266019
0.001,A4-sel,Type 3,lavallee_hidiroglou,P5,-4.284193559459527
0.001,A4-sel,Type 3,sparse_rp,P4,-5.9543593715041165
0.001,A4-sel,Type 3,rsvd,P4,-4.127850779847637
0.001,A4-sel,Type 3,minibatch_partial,P1,-2.7871583745388118
0.001,A4-sel,Type 3,rabitq_strat,P6,3.2436048732601512
0.001,A4-sel,Type 3,mhist2,P6,1.8464237671831547
0.001,A4-sel,Type 3,faiss_ivf,P2,-3.008011133204632
0.001,A4-sel,Type 3,gmm,P1,1.1308816578584004
0.001,A5-scale-sf100,Type 3,chao_weighted,P3,-10.892237918881527
0.001,A5-scale-sf100,Type 3,hilbert_real,P2,-8.999420610939243
0.001,A5-scale-sf100,Type 3,skilling_hilbert,P2,-9.303192385026659
0.001,A5-scale-sf100,Type 3,ica_fastica,P4,-9.136114882517246
0.001,A5-scale-sf100,Type 3,pca1d,P4,-5.58298409671168
0.001,A5-scale-sf100,Type 3,zorder_morton,P2,-9.271690205073877
0.001,A5-scale-sf100,Type 3,hyperloglog,P9,-4.550396092135976
0.001,A5-scale-sf100,Type 3,cum_sqrtf,P5,-1.518887460266019
0.001,A5-scale-sf100,Type 3,lavallee_hidiroglou,P5,-4.284193559459527
0.001,A5-scale-sf100,Type 3,sparse_rp,P4,-5.9543593715041165
0.001,A5-scale-sf100,Type 3,rsvd,P4,-4.127850779847637
0.001,A5-scale-sf100,Type 3,minibatch_partial,P1,-2.7871583745388118
0.001,A5-scale-sf100,Type 3,rabitq_strat,P6,3.2436048732601512
0.001,A5-scale-sf100,Type 3,mhist2,P6,1.8464237671831547
0.001,A5-scale-sf100,Type 3,faiss_ivf,P2,-3.008011133204632
0.001,A5-scale-sf100,Type 3,gmm,P1,3.3253070446683153
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,chao_weighted,P3,-7.701957647545692
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,hilbert_real,P2,-4.111868000190063
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,skilling_hilbert,P2,-3.1008738820840533
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,ica_fastica,P4,-2.9622673017288625
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,pca1d,P4,-6.246123189845074
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,zorder_morton,P2,-7.165340758740487
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,hyperloglog,P9,-3.9721431729266046
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,cum_sqrtf,P5,-5.852875812777206
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,lavallee_hidiroglou,P5,-4.379210461335258
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,sparse_rp,P4,-7.875708125447308
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,rsvd,P4,-1.4269125060782297
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,minibatch_partial,P1,2.7453486824046953
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,rabitq_strat,P6,-2.734962489195083
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,mhist2,P6,-0.3655067055374669
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,faiss_ivf,P2,-1.8658805443511626
0.001,A11-DEEP+YFCC-concat-sf1,Type 4a,gmm,P1,-1.3750435395061713
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,chao_weighted,P3,-5.88807635295558
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,hilbert_real,P2,-7.104956885189369
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,skilling_hilbert,P2,-8.19650941292711
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,ica_fastica,P4,-5.99137563378149
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,pca1d,P4,-5.643045997085664
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,zorder_morton,P2,-3.651476146276008
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,hyperloglog,P9,-5.686698563892421
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,cum_sqrtf,P5,-7.875194612323109
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,lavallee_hidiroglou,P5,-4.498994764677571
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,sparse_rp,P4,-6.048909206016908
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,rsvd,P4,-3.2768647100419392
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,minibatch_partial,P1,21.268285384951078
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,rabitq_strat,P6,4.412157211856566
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,mhist2,P6,3.060762066577219
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,faiss_ivf,P2,1.225461854330435
0.001,A11-DEEP+YFCC-concat-sf10,Type 4a,gmm,P1,-0.6051003710720316
0.001,A2-Fig7,Type 4a,chao_weighted,P3,-8.187515101746282
0.001,A2-Fig7,Type 4a,hilbert_real,P2,-4.752749184835517
0.001,A2-Fig7,Type 4a,skilling_hilbert,P2,-5.630243367145929
0.001,A2-Fig7,Type 4a,ica_fastica,P4,-6.833300358902287
0.001,A2-Fig7,Type 4a,pca1d,P4,-9.016435637095006
0.001,A2-Fig7,Type 4a,zorder_morton,P2,-5.915119864187193
0.001,A2-Fig7,Type 4a,hyperloglog,P9,-3.654165637238909
0.001,A2-Fig7,Type 4a,cum_sqrtf,P5,-6.204956808848478
0.001,A2-Fig7,Type 4a,lavallee_hidiroglou,P5,-6.437696231443349
0.001,A2-Fig7,Type 4a,sparse_rp,P4,-5.726875203052809
0.001,A2-Fig7,Type 4a,rsvd,P4,-5.9280997248116964
0.001,A2-Fig7,Type 4a,minibatch_partial,P1,-0.17382516597263892
0.001,A2-Fig7,Type 4a,rabitq_strat,P6,-1.4096728383084116
0.001,A2-Fig7,Type 4a,mhist2,P6,-5.3733893546656475
0.001,A2-Fig7,Type 4a,faiss_ivf,P2,-1.4784939295200548
0.001,A2-Fig7,Type 4a,gmm,P1,27.31819022970192
0.001,A8-DEEP+SIFT-sf10,Type 4a,chao_weighted,P3,-7.917933488080932
0.001,A8-DEEP+SIFT-sf10,Type 4a,hilbert_real,P2,-4.216828463913449
0.001,A8-DEEP+SIFT-sf10,Type 4a,skilling_hilbert,P2,-2.280810337256807
0.001,A8-DEEP+SIFT-sf10,Type 4a,ica_fastica,P4,-7.75489529091309
0.001,A8-DEEP+SIFT-sf10,Type 4a,pca1d,P4,-4.782842984000732
0.001,A8-DEEP+SIFT-sf10,Type 4a,zorder_morton,P2,-4.009966344205939
0.001,A8-DEEP+SIFT-sf10,Type 4a,hyperloglog,P9,-4.584766238821858
0.001,A8-DEEP+SIFT-sf10,Type 4a,cum_sqrtf,P5,-7.14740823505368
0.001,A8-DEEP+SIFT-sf10,Type 4a,lavallee_hidiroglou,P5,-5.974842239514214
0.001,A8-DEEP+SIFT-sf10,Type 4a,sparse_rp,P4,-8.097396540505931
0.001,A8-DEEP+SIFT-sf10,Type 4a,rsvd,P4,-3.9243292018356613
0.001,A8-DEEP+SIFT-sf10,Type 4a,minibatch_partial,P1,-7.595195209778656
0.001,A8-DEEP+SIFT-sf10,Type 4a,rabitq_strat,P6,-2.1149980125139285
0.001,A8-DEEP+SIFT-sf10,Type 4a,mhist2,P6,1.2765675451531877
0.001,A8-DEEP+SIFT-sf10,Type 4a,faiss_ivf,P2,-1.276085536771267
0.001,A8-DEEP+SIFT-sf10,Type 4a,gmm,P1,3.4626490772220095
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,chao_weighted,P3,-6.405086597590136
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,hilbert_real,P2,-8.426286489416976
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,skilling_hilbert,P2,-2.8922358873021548
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,ica_fastica,P4,-4.847946852530031
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,pca1d,P4,-8.321901555693135
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,zorder_morton,P2,-6.878592829476085
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,hyperloglog,P9,-2.445815738421243
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,cum_sqrtf,P5,-0.22943523454033254
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,lavallee_hidiroglou,P5,-0.21837012147349472
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,sparse_rp,P4,-6.7444773359806875
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,rsvd,P4,0.4317932231981564
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,minibatch_partial,P1,0.475643835749567
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,rabitq_strat,P6,-2.747777456242832
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,mhist2,P6,-5.204562920052682
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,faiss_ivf,P2,-0.07863618400933432
0.001,A9-DEEP+SIFT-concat-sf1,Type 4a,gmm,P1,6.628576488323759
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,chao_weighted,P3,-5.312103202715207
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,hilbert_real,P2,-6.704671969614603
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,skilling_hilbert,P2,-2.020036890148485
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,ica_fastica,P4,-4.829126453424845
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,pca1d,P4,-8.569209227317556
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,zorder_morton,P2,-5.772942384347379
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,hyperloglog,P9,-3.931968625693692
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,cum_sqrtf,P5,-0.0023109111746344446
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,lavallee_hidiroglou,P5,1.8771694424955192
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,sparse_rp,P4,-4.403428538179421
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,rsvd,P4,2.058150984136387
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,minibatch_partial,P1,2.618285862405764
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,rabitq_strat,P6,-4.714047040641065
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,mhist2,P6,-0.29890732312661383
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,faiss_ivf,P2,8.453153709563548
0.001,A9-DEEP+SIFT-concat-sf10,Type 4a,gmm,P1,6.224023389274597
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,chao_weighted,P3,-6.624820759121219
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,hilbert_real,P2,-4.205994833415703
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,skilling_hilbert,P2,-5.86344886725223
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,ica_fastica,P4,-9.187308417904205
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,pca1d,P4,-4.677434814790201
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,zorder_morton,P2,-6.522161603924436
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,hyperloglog,P9,-4.948546752054527
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,cum_sqrtf,P5,-4.98661182749226
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,lavallee_hidiroglou,P5,0.3866510194878628
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,sparse_rp,P4,-3.343946825648157
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,rsvd,P4,-6.878483275793116
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,minibatch_partial,P1,-2.799166043470537
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,rabitq_strat,P6,3.277655764093076
0.001,A9-DEEP+SIFT-concat-sf100,Type 4a,mhist2,P6,-6.289413850875819
