cell,dataset,sf,dim,type_label,single_multi,mode,method,sample_selection_method_raw,paradigm,K,alpha,sel,ensemble_strategy,n_queries,trials,qe_trim,qe_mean,qe_median,final_size,size_median,size_min,size_max,trial_qe_list,trial_size_list,eta_final,content_hash,stage_source,file_path
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,ica_fastica,ica_fastica,P4,30.0,,0.1,simple_average,1000,10,1.1350194908232785,1.1346040910449602,1.1347123213937746,184.9,180.0,154.0,212.0,"[1.1276828431504415, 1.1334445828803688, 1.137559918394639, 1.1328503344849992, 1.1368540007022498, 1.1337223049249279, 1.1363001424114934, 1.1353819651044363, 1.1382021407129337, 1.1340426776831132]","[179, 174, 180, 211, 180, 154, 165, 212, 203, 191]",0.08179069375972306,d033be23b9f87d0abfbce662afbd5477,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_ica_fastica.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,lavallee_hidiroglou,lavallee_hidiroglou,P5,30.0,,0.1,simple_average,1000,10,1.1375476921509364,1.1378842448904085,1.1365857156232684,185.2,184.5,165.0,211.0,"[1.1365772901631013, 1.1394402072096077, 1.139834297810796, 1.1397667824357076, 1.1361759957591517, 1.1444957663045743, 1.1357375854601872, 1.1362552372855033, 1.1339651453920216, 1.1365941410834355]","[190, 179, 170, 198, 197, 175, 165, 211, 192, 175]",0.08179069375972306,1dc6f95600a1ffc26078bb8aedbd6e15,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_lavallee_hidiroglou.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,mhist2,mhist2,P6,30.0,,0.1,simple_average,1000,10,1.1370178830722353,1.137575757627309,1.1365363658852554,184.0,185.5,168.0,198.0,"[1.136809998327252, 1.135382027849219, 1.1362627334432591, 1.1324580148325623, 1.1414441331453258, 1.1471564968626426, 1.141167640130271, 1.1370902536804073, 1.132511604057295, 1.135474673944853]","[185, 195, 198, 177, 191, 168, 178, 174, 186, 188]",0.08179069375972306,3218258c7cf957302253eceb3412be2d,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_mhist2.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,minibatch_partial,minibatch_partial,P1,30.0,,0.1,simple_average,1000,10,1.1456441561082855,1.1456809811547042,1.1458201587496704,198.1,195.0,185.0,221.0,"[1.1455939112480642, 1.1460464062512767, 1.1502991603694592, 1.1497508071317748, 1.1413574023112987, 1.1417958819711171, 1.1464101450491078, 1.1437099505188921, 1.1490650956777173, 1.1427810510183334]","[189, 185, 206, 193, 190, 201, 195, 221, 195, 206]",0.08179069375972306,2c138a0e4e77021ab87a0cd8bb4d7ccf,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_minibatch_partial.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,pca1d,pca1d,P4,30.0,,0.1,simple_average,1000,10,1.1336870344216021,1.1337374937973512,1.1337082379667685,176.8,175.5,150.0,196.0,"[1.1345843530894453, 1.1324630591206002, 1.1356770388914674, 1.131591546873522, 1.1359842121622992, 1.1312120514734965, 1.131776346367259, 1.1328321228440914, 1.1345875960241323, 1.1366666111271984]","[186, 174, 179, 150, 177, 196, 172, 189, 172, 173]",0.08179069375972306,2a11a861a20ef91b0dad7acc9d1b57e3,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_pca1d.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,rabitq_strat,rabitq_strat,P6,30.0,,0.1,simple_average,1000,10,1.1759657845472034,1.1759314289724003,1.1756910056103371,193.8,190.0,160.0,223.0,"[1.1717885490739888, 1.1833783189343121, 1.1756817856525428, 1.1757002255681317, 1.1771845808411052, 1.168209694412062, 1.1825846120943937, 1.17356001301045, 1.1721181418154405, 1.1791083683215744]","[221, 210, 179, 176, 210, 223, 160, 200, 180, 179]",0.08179069375972306,76b48faccd0add4b5ecf2728e67155ac,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_rabitq_strat.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,rsvd,rsvd,P4,30.0,,0.1,simple_average,1000,10,1.1399435310497847,1.1395034381767057,1.1402120493639831,182.7,183.5,154.0,200.0,"[1.138615708574386, 1.1428405461373627, 1.1426704034360282, 1.1320618610665196, 1.1378300262650176, 1.1420001535846689, 1.1434242723022612, 1.1351673116728476, 1.1388185187346869, 1.1416055799932792]","[176, 172, 154, 188, 179, 193, 191, 200, 196, 178]",0.08179069375972306,0866e20b4401ac7d08958d49c8c41e13,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_rsvd.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,skilling_hilbert,skilling_hilbert,P2,30.0,,0.1,simple_average,1000,10,1.1317734235156904,1.1318388880657513,1.1318010771351557,169.1,174.5,143.0,187.0,"[1.1277946058971764, 1.1306673240026572, 1.1368366174724625, 1.1338386262594808, 1.1329353104771298, 1.127364875059526, 1.1319480438952536, 1.131336341014096, 1.1340130262046724, 1.1316541103750577]","[174, 177, 180, 166, 176, 175, 143, 162, 187, 151]",0.08179069375972306,ba3932d8e0894123f009b47fa4e0f865,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_skilling_hilbert.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,sparse_rp,sparse_rp,P4,30.0,,0.1,simple_average,1000,10,1.151201966143215,1.1509949952904246,1.1514152555308286,172.5,170.5,157.0,192.0,"[1.151981110505757, 1.1518590891948393, 1.152125807779176, 1.1540256634631099, 1.1483931513888688, 1.1448413464916198, 1.155492877266906, 1.1503447849031008, 1.150971421866818, 1.1499147000440497]","[171, 170, 177, 166, 177, 157, 170, 170, 192, 175]",0.08179069375972306,ee02cac7d555f1bcfdd44ed83ed6cbb7,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_sparse_rp.json
A1-SIFT,SIFT,100,128,Type 3,single,CaseB,zorder_morton,zorder_morton,P2,30.0,,0.1,simple_average,1000,10,1.135299393593178,1.1351256019185478,1.135698401225104,173.8,175.0,161.0,182.0,"[1.135925055185059, 1.1374960297438523, 1.1372394438419684, 1.1351188025302914, 1.1354717472651488, 1.1372010235911656, 1.1320423499227854, 1.136570554128692, 1.1328261722803143, 1.1313648406961994]","[182, 161, 169, 173, 170, 167, 177, 182, 177, 180]",0.08179069375972306,6905868b2ae377c72d043cc7b59ccec1,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SIFT_K30_sel0.10/A1-SIFT_CaseB_zorder_morton.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,B1,_baseline_b1,_baseline_b1,Pother,10.0,,0.001,,1000,10,3.016692154465468,3.015694394824669,3.0402804044777363,8665.8,9149.0,5236.0,12857.0,"[3.04444459852294, 3.1105170422529294, 3.0361162104325325, 2.928770468022853, 2.9639047532942633, 2.9605486088798587, 3.0494647920652396, 3.045503057962068, 2.912889670270017, 3.1047847465439884]","[9271, 9456, 9162, 8166, 5236, 8688, 12857, 9136, 5360, 9326]",0.08179069375972306,f90b4dd83e87a8df048a2d31dbf6b2ec,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_B1.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,chao_weighted,chao_weighted,P3,10.0,,0.001,simple_average,1000,10,1.700109212170897,1.704141334405,1.6855776756830745,8021.4,9247.0,5236.0,9512.0,"[1.6835733386875504, 1.6542806666137198, 1.7014417416414422, 1.7625449039784595, 1.774540655537401, 1.6711079054555498, 1.6598659320903202, 1.6602172072978538, 1.6875820126785985, 1.7862589800691038]","[9402, 9503, 5236, 5318, 5250, 9506, 9512, 9282, 9212, 7993]",0.08179069375972306,84200e6d6b276c0a330ca65d366876ec,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_chao_weighted.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,cum_sqrtf,cum_sqrtf,P5,10.0,,0.001,simple_average,1000,10,1.9434504826592964,1.9418165750861465,1.9592737899329011,6101.4,5031.5,4679.0,8942.0,"[1.8571792678833183, 1.9671355107748458, 1.9855762888563455, 2.017921129227044, 2.0461247538022977, 1.8849360289050376, 1.9136117438379512, 1.9698318226988727, 1.8244371357847953, 1.9514120690909564]","[8942, 5083, 4776, 4679, 4799, 8873, 4899, 5170, 8813, 4980]",0.08179069375972306,7f55fabdcd09302076856d8db30f476c,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_cum_sqrtf.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,faiss_ivf,faiss_ivf,P2,10.0,,0.001,simple_average,1000,10,1.9618469765775264,1.9652603202766143,1.9695031139960477,6672.9,6647.5,4165.0,8863.0,"[1.8312031089146765, 1.9048212162701585, 2.1266242812312566, 2.100869831937854, 2.013268325330535, 2.0415654854506067, 1.8620968967814697, 1.9287303269759544, 2.0102759010161413, 1.8331478288574907]","[8725, 8732, 4165, 4823, 4829, 4693, 8863, 8452, 4843, 8604]",0.08179069375972306,94eb1a4d92234f186b34c8445be29733,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_faiss_ivf.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,gmm,gmm,P1,10.0,,0.001,simple_average,1000,10,3.1395677005750047,3.155320371485209,3.0369062316329867,5326.9,4970.0,4212.0,8985.0,"[3.7973503902319594, 3.204244835020703, 2.925157817621634, 3.076075619510799, 3.844860374795701, 2.7205043430557607, 2.5918017354563507, 3.42722790325941, 2.9682438521445964, 2.997736843755175]","[4728, 4931, 5286, 4927, 4212, 5015, 8985, 4713, 5009, 5463]",0.08179069375972306,f140ea02ab49449e8389c8a6d2ca7dce,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_gmm.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,hilbert_real,hilbert_real,P2,10.0,,0.001,simple_average,1000,10,1.935899482068467,1.9393179562045515,1.9310673051399847,5318.1,4681.5,4417.0,8396.0,"[1.95938840791565, 1.9308374712817051, 1.8961358560093842, 1.9172273506145852, 1.9675698509860624, 1.9967512490078605, 1.9312971389982643, 2.0217773351618984, 1.8879885317342249, 1.8842063703358796]","[4608, 4621, 8396, 4712, 4665, 4698, 4532, 4741, 7791, 4417]",0.08179069375972306,501cfa21de2f773eb81bf93268e36f2c,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_hilbert_real.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,hyperloglog,hyperloglog,P9,10.0,,0.001,simple_average,1000,10,1.8434056850380203,1.8388724020710465,1.8588550913733866,6114.9,4649.0,4288.0,8762.0,"[1.7852582622841624, 1.7583457174528099, 1.7737265961435245, 1.889520984046072, 1.9118748714292892, 1.8936219376798968, 1.7097944274000727, 1.9067079125677073, 1.9316841130062274, 1.828189198700701]","[8677, 8449, 8232, 4492, 4463, 4488, 8762, 4666, 4288, 4632]",0.08179069375972306,6e14072bed4a3fcbd3ce4f97a3341c73,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_hyperloglog.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,ica_fastica,ica_fastica,P4,10.0,,0.001,simple_average,1000,10,1.812376323603886,1.8124224012715815,1.8295651501335064,6341.6,4953.0,4612.0,8902.0,"[1.8674704958632875, 1.7432767021462972, 1.8893988749772113, 1.7669441218274957, 1.8539664672931648, 1.8611262176354906, 1.8215665987481326, 1.7358145489075156, 1.7470962837983386, 1.8375637015188802]","[5084, 8856, 4730, 8404, 4750, 4612, 4772, 8902, 8484, 4822]",0.08179069375972306,e3472f6cd5af324254b0315d72685f69,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_ica_fastica.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,lavallee_hidiroglou,lavallee_hidiroglou,P5,10.0,,0.001,simple_average,1000,10,1.882121590963374,1.880299692233185,1.868157101727546,4602.5,4626.5,4350.0,4753.0,"[1.8487125146731973, 1.9520869550728974, 1.7958014887622886, 1.9432161204068854, 1.8471768077650534, 1.8330600472810088, 1.887601688781895, 1.7813917518562712, 1.9646324427685875, 1.9493171049637652]","[4741, 4665, 4600, 4470, 4350, 4592, 4653, 4736, 4465, 4753]",0.08179069375972306,e43965918af2c4d4c073bfdd4368ae6c,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_lavallee_hidiroglou.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,mhist2,mhist2,P6,10.0,,0.001,simple_average,1000,10,1.7736775583054913,1.776132174455271,1.772341422667152,6723.7,6735.5,4371.0,9023.0,"[1.8787833763350745, 1.6931179017737028, 1.8313582663571921, 1.8124143404791555, 1.8215300816922615, 1.7322685048551487, 1.7111387053934317, 1.7299148239226412, 1.8363033745396078, 1.714492369204493]","[4751, 8886, 5033, 4665, 4371, 8438, 9023, 8647, 4606, 8817]",0.08179069375972306,1215e3ad31760ebe7fa697d78f0c9e32,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_mhist2.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,minibatch_partial,minibatch_partial,P1,10.0,,0.001,simple_average,1000,10,1.8645140900284871,1.85772904792804,1.886858910598101,5814.2,4657.5,4494.0,8722.0,"[1.9083029141124424, 1.91147805253735, 1.8980132789308626, 1.8608203294476477, 1.937968306464082, 1.9185742643666484, 1.7232094525884214, 1.7761033650142506, 1.767115973553355, 1.8757045422653396]","[4508, 4670, 4614, 4569, 4494, 4654, 8663, 8722, 8587, 4661]",0.08179069375972306,6653167ff71d7d7e4f0420b8b4050af2,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_minibatch_partial.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,pca1d,pca1d,P4,10.0,,0.001,simple_average,1000,10,1.7896356619373597,1.787827971753415,1.8102750954939097,6502.5,5129.0,4704.0,9003.0,"[1.7315650822045126, 1.7211013612826884, 1.8388352412006417, 1.8349887294386475, 1.7983808801702135, 1.8439046562957655, 1.8520315915385, 1.822169310817606, 1.7261400340888025, 1.7091628304967703]","[9003, 8969, 5268, 4732, 4990, 4985, 4721, 4704, 8859, 8794]",0.08179069375972306,1ea4c7db63698d56ba29f63ed233cfd7,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_pca1d.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,rabitq_strat,rabitq_strat,P6,10.0,,0.001,simple_average,1000,10,1.875204206949092,1.8779784313610928,1.886578425340117,4424.2,4502.0,3732.0,4714.0,"[1.8867232234069717, 1.8548049400300979, 1.9064456772118166, 1.837953546268819, 1.8388226684619322, 1.8429642309672762, 1.8873295779514512, 1.9401971117493702, 1.8981097102899287, 1.8864336272732625]","[4714, 4586, 4197, 4468, 4308, 4654, 4613, 4434, 4536, 3732]",0.08179069375972306,7f3feead26b75c863b0a5c1c57adda1a,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_rabitq_strat.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,rsvd,rsvd,P4,10.0,,0.001,simple_average,1000,10,1.8330764415658867,1.8364134638939185,1.8220840589987541,6348.7,4963.0,4464.0,9014.0,"[1.916815108033137, 1.8977660771010367, 1.8232417595780421, 1.8379750526823935, 1.7948247337258734, 1.7827079983789536, 1.7837420675224798, 1.9010132377771698, 1.805122245720633, 1.820926358419466]","[4464, 5065, 4783, 4715, 4790, 9014, 8870, 4861, 8827, 8098]",0.08179069375972306,27c23e45420fb0e77e8caee39cb4596f,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_rsvd.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,skilling_hilbert,skilling_hilbert,P2,10.0,,0.001,simple_average,1000,10,1.638873496005733,1.637520295976082,1.6452776242907574,6833.7,6615.5,4824.0,9377.0,"[1.5697458776424276, 1.6800732872550574, 1.6331735748189444, 1.6806977819490116, 1.61058235659867, 1.6573816737625704, 1.6944691140725294, 1.5928704662624158, 1.6724977572112671, 1.5837110701879271]","[9377, 4920, 5020, 4854, 8534, 8025, 4824, 8916, 5206, 8661]",0.08179069375972306,0e85214918ef892c18920da0fbb5c690,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_skilling_hilbert.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,sparse_rp,sparse_rp,P4,10.0,,0.001,simple_average,1000,10,2.7159594304803485,2.7141252411097794,2.7231930032646305,6982.5,5559.0,4886.0,9639.0,"[2.623902955857037, 2.801049336673275, 2.7015655984174733, 2.7450748326414507, 2.744820408111788, 2.6768546775803848, 2.68671253877186, 2.7658485584564962, 2.6125276305817358, 2.782895874006297]","[9596, 5493, 4886, 5431, 5400, 9624, 9639, 5625, 8816, 5315]",0.08179069375972306,d3d90d2b752cf1b88aa86c0d93c11b5b,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_sparse_rp.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,zorder_morton,zorder_morton,P2,10.0,,0.001,simple_average,1000,10,1.8422332949608888,1.843116579514814,1.8482488337666965,5326.8,4644.0,3919.0,8600.0,"[1.7538422868995425, 1.8257404694454602, 1.8451466979429225, 1.8975603624572652, 1.8513509695904702, 1.8645683036999754, 1.9394571485614849, 1.8554014811616295, 1.7583474504417684, 1.8397506249476183]","[8549, 4616, 4607, 3919, 4237, 4672, 4776, 4686, 8600, 4606]",0.08179069375972306,7e8ae82fd844c236e4e35d5bdaad91ed,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_K10_sel0.001/A1-SSN_CaseB_zorder_morton.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,B1,_baseline_b1,_baseline_b1,Pother,,,0.001,,1000,10,1.5661083872934385,1.569711511225924,1.5804694008224092,9928.0,8805.5,8476.0,12894.0,"[1.5059886278825252, 1.5653986664167472, 1.667749169827726, 1.5916115039274898, 1.5123518373701377, 1.5761411525521936, 1.5004988440840026, 1.5912010445950755, 1.6013766165107144, 1.5847976490926248]","[12893, 8476, 8525, 8807, 12811, 8804, 12894, 8612, 8874, 8584]",0.08179069375972306,686d851258d389fb640b508a6f1c481e,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_B1.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,chao_weighted,chao_weighted,P3,,,0.001,simple_average,1000,10,1.4792323571476833,1.4757149367340354,1.4998073477730538,5841.6,4665.0,4270.0,8900.0,"[1.3647857659791054, 1.5034875633916194, 1.5300410657918622, 1.4961271321544882, 1.5463082571422055, 1.5587766617388534, 1.5277495819739246, 1.3645138484200345, 1.3804976876392518, 1.4848618031090095]","[8792, 4555, 4542, 4375, 4656, 4270, 4674, 8900, 8835, 4817]",0.08179069375972306,0420465eef045ddf64c4163093224497,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_chao_weighted.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,cum_sqrtf,cum_sqrtf,P5,,,0.001,simple_average,1000,10,1.5496907290026765,1.5443913072135955,1.538980410284192,5450.8,4694.5,4657.0,8808.0,"[1.5669125785481093, 1.5393754273285483, 1.609522761356487, 1.5385853932398357, 1.6326397535736996, 1.6018209593829573, 1.4137474865408424, 1.5384275061037416, 1.5079675497367662, 1.4949136563249674]","[4782, 4658, 4872, 4657, 4671, 4687, 8808, 4702, 4665, 8006]",0.08179069375972306,a4abda7c0769d92d313468a6ef04e7cd,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_cum_sqrtf.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,faiss_ivf,faiss_ivf,P2,,,0.001,simple_average,1000,10,1.5603521082433796,1.561586583703091,1.5652646514246142,6403.1,4932.5,4682.0,8935.0,"[1.6848655209969357, 1.7124110914825612, 1.456926718650142, 1.531400016491961, 1.6081373851940077, 1.5873811884967608, 1.455122633198098, 1.615835288566663, 1.4206378796013126, 1.5431481143524677]","[4886, 4790, 8557, 8591, 4682, 4893, 8845, 4972, 8935, 4880]",0.08179069375972306,b91b6a15bcd7e0d8ed5b220d4cfb28eb,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_faiss_ivf.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,gmm,gmm,P1,,,0.001,simple_average,1000,10,2.281023807260443,2.2876140381324275,2.171105527841921,5772.8,4845.0,4651.0,9335.0,"[2.1778500993265184, 2.1098977040263764, 1.804831744641365, 2.713864355819978, 2.8231181785993695, 2.629301626923379, 2.008979450524801, 1.8752242332339695, 2.1643609563573234, 2.5687120318711987]","[5100, 4845, 9335, 4845, 4762, 4720, 5690, 8965, 4651, 4815]",0.08179069375972306,b9bedbe7e9fb93e91bd5f02e4674c1ed,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_gmm.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,hilbert_real,hilbert_real,P2,,,0.001,simple_average,1000,10,1.5153200188592835,1.5110176791228043,1.5288148008155447,5484.7,4694.0,4491.0,8890.0,"[1.525981027048684, 1.5347075708517401, 1.5738331625853708, 1.5316485745824056, 1.408618082683155, 1.5215539925131878, 1.593945024142713, 1.4882932091715282, 1.3936716162110623, 1.537924531438196]","[4788, 4610, 4491, 4726, 8691, 4662, 4540, 4653, 8890, 4796]",0.08179069375972306,b60ea4a00c59619936822b4335766560,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_hilbert_real.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,hyperloglog,hyperloglog,P9,,,0.001,simple_average,1000,10,1.5390234828559837,1.540973174237235,1.5365313608398283,4988.7,4658.0,4558.0,7708.0,"[1.5237035804140764, 1.5711221641137014, 1.589391380309586, 1.5339287637138663, 1.5534474587276321, 1.550283197213947, 1.5237074372644952, 1.5168613034343605, 1.5081524992148938, 1.5391339579657903]","[4564, 4558, 4620, 4838, 4592, 4777, 7708, 4916, 4618, 4696]",0.08179069375972306,e041eda2b2abd4b8599cc31fceaa387b,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_hyperloglog.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,ica_fastica,ica_fastica,P4,,,0.001,simple_average,1000,10,1.5023440002518917,1.4970207863037224,1.5113666640860497,5488.0,4720.5,4476.0,8807.0,"[1.5618111107355144, 1.4836302998829887, 1.5345906167200773, 1.5663984291556252, 1.5214978636853544, 1.5169855595068693, 1.50574776866523, 1.385057431866466, 1.3893707892003255, 1.5051179936187737]","[4828, 4707, 4502, 4476, 4678, 4674, 4743, 8807, 8731, 4734]",0.08179069375972306,cd4ff81836853453f4849aaab9b46f7e,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_ica_fastica.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,lavallee_hidiroglou,lavallee_hidiroglou,P5,,,0.001,simple_average,1000,10,1.5945212488203957,1.5851714422425405,1.621085883845271,5450.7,4614.5,4480.0,8847.0,"[1.6540667790744077, 1.670557855291767, 1.6296510693213395, 1.6278900618156624, 1.5840604612397982, 1.5852455844058135, 1.63316059630838, 1.4249865765704706, 1.427813732522884, 1.61428170587488]","[4543, 4480, 4632, 4730, 4597, 4722, 4561, 8833, 8847, 4562]",0.08179069375972306,3014ec93d360eb2ad4a249169f6dd42e,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_lavallee_hidiroglou.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,mhist2,mhist2,P6,,,0.001,simple_average,1000,10,1.53082579261228,1.525189016732909,1.5366578888776603,5482.4,4711.0,4490.0,8814.0,"[1.5917696732182474, 1.5764549976913236, 1.6003295194943514, 1.5405256751878407, 1.5327901025674802, 1.503801511384811, 1.5297732129966544, 1.562172748205671, 1.4093184196462103, 1.4049543069364994]","[4758, 4653, 4490, 4684, 4562, 4767, 4635, 4738, 8814, 8723]",0.08179069375972306,ed447dcaa6a6d8c36ca74d9652f37f67,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_mhist2.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,minibatch_partial,minibatch_partial,P1,,,0.001,simple_average,1000,10,1.5622568108040624,1.5599518249127853,1.5477459713477082,5061.5,4768.5,4256.0,8758.0,"[1.5840581107345804, 1.5405813321557817, 1.6321462886453153, 1.5773301716314412, 1.5391202765626044, 1.5415845278595004, 1.6731579807927777, 1.5293263640073604, 1.4283057819025742, 1.553907414835916]","[4793, 4698, 4286, 4769, 4793, 4790, 4256, 4704, 8758, 4768]",0.08179069375972306,8d0ec0ef589142ffcb7d9e0913f6188d,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_minibatch_partial.json
A1-SSN,SimSearchNet++,100,256,Type 3,single,CaseB,pca1d,pca1d,P4,,,0.001,simple_average,1000,10,1.4962379389441178,1.4938856460545782,1.4974750075395358,6252.3,4806.5,4348.0,8899.0,"[1.5103109899890015, 1.5592890894410751, 1.5952953956917404, 1.490152968008545, 1.5047970470705263, 1.4060505627364166, 1.4495927920254135, 1.3736575533011015, 1.473397945841045, 1.5763121164409195]","[4831, 4782, 4348, 4767, 4675, 8699, 8647, 8899, 8115, 4760]",0.08179069375972306,4727a25b7b0d071781b2db69168642f8,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-SSN_sel0.001/A1-SSN_CaseB_pca1d.json
