cell,anchor,variant,n_pairs,pairing_valid,anchor_n_timeout,variant_n_timeout,median_diff_ms,anchor_med_ms,variant_med_ms,w_stat,p_value,p_holm,holm_rank,ci_lo_ms,ci_hi_ms,hedges_g,rank_biserial
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:sparse_rp,15,True,0,0,4285.249053966254,7607.608624966815,3288.6848530033603,0.0,6.103515625e-05,0.02471923828125,115,3778.4492559040273,4704.482328979066,4.2819369861252685,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:zorder_morton,15,True,0,0,4145.940180984326,7607.608624966815,3429.7584110172465,0.0,6.103515625e-05,0.02471923828125,110,3354.271239696342,4402.839296949678,3.3946714249292977,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,oracle,15,True,0,0,4257.302722078748,7607.608624966815,3341.20730496943,0.0,6.103515625e-05,0.02471923828125,104,3767.106249918191,4659.511239713174,4.2498050900371425,1.0
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:chao_weighted,15,True,0,0,99.10889994353056,7619.136036024429,7122.880142997019,43.0,0.359130859375,1.0,122,-130.41097615127606,1345.709584644646,0.33971477308316117,0.2833333333333333
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,72.86735298112035,7619.136036024429,7381.404223968275,53.0,0.7197265625,1.0,267,-303.1994784683532,823.9389881476136,0.204514595968348,0.11666666666666667
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:hilbert_real,15,True,0,0,-30.45109403319657,7619.136036024429,7669.229936087504,56.0,0.846923828125,1.0,318,-858.3638896845514,727.5135651015443,-0.03590159114000951,-0.06666666666666667
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:hyperloglog,15,True,0,0,-64.50767500791699,7619.136036024429,7572.1930450527,59.0,0.97796630859375,1.0,360,-797.0521183822226,860.9094822816162,0.047521469450370155,0.016666666666666666
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:ica_fastica,15,True,0,0,166.98915208689868,7619.136036024429,7593.331313924864,52.0,0.67877197265625,1.0,243,-610.0251788413152,489.11608052032506,-0.01148653361542,0.13333333333333333
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,553.278156905435,7619.136036024429,7348.594786948524,49.0,0.5614013671875,1.0,201,-779.8329888359876,1079.0143623742429,0.09744399036783356,0.18333333333333332
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:mhist2,15,True,0,0,-96.79075609892607,7619.136036024429,7833.740453934297,54.0,0.76153564453125,1.0,288,-1017.4445623514475,501.36333408590855,-0.11584618161375869,-0.1
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:pca1d,15,True,0,0,52.098567946814,7619.136036024429,7383.810977917165,46.0,0.45428466796875,1.0,164,-226.3195199317609,1107.0227837353002,0.28180094984456217,0.23333333333333334
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:rabitq_strat,15,True,0,0,-3.4221679670736194,7619.136036024429,7551.481753005646,58.0,0.93408203125,1.0,346,-1310.9988137256973,830.7625138460812,-0.07114918929821688,-0.03333333333333333
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:rsvd,15,True,0,0,208.97540892474353,7619.136036024429,6955.774435075,33.0,0.1353759765625,1.0,39,-45.24882718668474,1149.962387192257,0.37622569997414335,0.45
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,172.9663589503616,7619.136036024429,7729.1491710348055,56.0,0.846923828125,1.0,319,-381.3900461195347,751.6384805595336,0.1502920162939193,0.06666666666666667
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:sparse_rp,15,True,0,0,-127.75113503448665,7619.136036024429,7752.966689993627,38.0,0.22930908203125,1.0,67,-702.0767179595229,464.763112068758,-0.1231088049978381,-0.36666666666666664
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,CaseB:zorder_morton,15,True,0,0,12.049619923345745,7619.136036024429,7257.8103459673,59.0,0.97796630859375,1.0,359,-923.656506415573,921.9832216065454,0.02112848927612307,0.016666666666666666
tpc_h/q12 SIFT sf10 sel0.1 qid0,B1,oracle,15,True,0,0,508.4717859281227,7619.136036024429,7560.9988699434325,60.0,1.0,1.0,374,-1258.959626381402,702.9634840623457,-0.10017232488626947,0.0
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,B1,15,True,0,0,268.4127960819751,7250.141263008118,7619.136036024429,58.0,0.93408203125,1.0,395,-736.863232513424,713.2621385843958,-0.027857505871783268,0.03333333333333333
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:chao_weighted,15,True,0,0,5.401716916821897,7250.141263008118,7122.880142997019,51.0,0.638671875,1.0,370,-351.84635928075295,1507.3643105874844,0.24233311644250582,0.15
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,341.28014906309545,7250.141263008118,7381.404223968275,50.0,0.5994873046875,1.0,365,-665.1056993382128,1008.9195957325863,0.11022907787023452,0.16666666666666666
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:hilbert_real,15,True,0,0,-293.82636304944754,7250.141263008118,7669.229936087504,48.0,0.52447509765625,1.0,356,-1106.8809902122787,989.2269423530279,-0.046284248634797874,-0.2
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:hyperloglog,15,True,0,0,-273.2085809111595,7250.141263008118,7572.1930450527,41.0,0.30279541015625,1.0,338,-885.6152215107189,1015.0092450001573,0.01892794754032852,-0.31666666666666665
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:ica_fastica,15,True,0,0,-464.7439100081101,7250.141263008118,7593.331313924864,51.0,0.638671875,1.0,371,-669.1475801140768,616.6253837122348,-0.039497806259762444,-0.15
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,-293.8549149548635,7250.141263008118,7348.594786948524,53.0,0.7197265625,1.0,375,-767.2590326579909,1180.630293945237,0.06865332417221673,-0.11666666666666667
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:mhist2,15,True,0,0,146.80560887791216,7250.141263008118,7833.740453934297,55.0,0.803955078125,1.0,383,-1137.673693781835,605.1079024279385,-0.1225004234679538,-0.08333333333333333
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:pca1d,15,True,0,0,-56.94541695993394,7250.141263008118,7383.810977917165,57.0,0.890380859375,1.0,392,-482.0846636637968,1374.147713506051,0.17885059781524656,0.05
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,240.31855294015259,7250.141263008118,7551.481753005646,59.0,0.97796630859375,1.0,401,-1357.9212503825936,883.4111846531329,-0.08429530277345801,-0.016666666666666666
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:rsvd,15,True,0,0,288.88750192709267,7250.141263008118,6955.774435075,49.0,0.5614013671875,1.0,362,-390.7939203456044,1448.5522090185736,0.22215638883506986,0.18333333333333332
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,-238.9407599112019,7250.141263008118,7729.1491710348055,53.0,0.7197265625,1.0,374,-652.4315062370928,1040.3130977893782,0.07557019151445989,-0.11666666666666667
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:sparse_rp,15,True,0,0,-182.39591200836003,7250.141263008118,7752.966689993627,48.0,0.52447509765625,1.0,357,-1113.6130689111694,725.7035417105848,-0.09848747944995133,-0.2
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,CaseB:zorder_morton,15,True,0,0,-7.66908295918256,7250.141263008118,7257.8103459673,56.0,0.846923828125,1.0,389,-1140.2946750619838,1179.8025978571948,-0.0009810743356881914,-0.06666666666666667
tpc_h/q12 SIFT sf10 sel0.1 qid0,baseline,oracle,15,True,0,0,-346.6685500461608,7250.141263008118,7560.9988699434325,45.0,0.42120361328125,1.0,345,-1030.9637852991,607.8364771596775,-0.140883435078191,-0.25
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:chao_weighted,15,True,0,0,-31.440612976439297,1341.063032974489,1328.0743339564651,41.0,0.30279541015625,1.0,99,-173.18661906329604,34.49007761742291,-0.27238597934731,-0.31666666666666665
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,-5.17822802066803,1341.063032974489,1346.019848017022,47.0,0.48870849609375,1.0,179,-608.1435586050308,51.69717502799614,-0.36333433985868946,-0.21666666666666667
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:hilbert_real,15,True,0,0,-33.64967100787908,1341.063032974489,1299.6572069823742,48.0,0.52447509765625,1.0,187,-773.819483393454,123.25173096265641,-0.28743679650350373,-0.2
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:hyperloglog,15,True,0,0,-7.1339409332722425,1341.063032974489,1359.799804049544,46.0,0.45428466796875,1.0,165,-586.4356910586745,93.65471125250527,-0.2886267048810793,-0.23333333333333334
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:ica_fastica,15,True,0,0,-17.061940976418555,1341.063032974489,1356.5328270196915,44.0,0.389404296875,1.0,136,-275.6645683614382,71.31566880309605,-0.25921072892766744,-0.26666666666666666
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,-99.21256499364972,1341.063032974489,1444.6138350758702,32.0,0.12054443359375,1.0,36,-1223.9211511778801,-151.46668622115078,-0.558900262915226,-0.4666666666666667
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:mhist2,15,True,0,0,-20.065600983798504,1341.063032974489,1337.1050629066303,42.0,0.33026123046875,1.0,112,-1022.6077758158013,59.525351740109095,-0.33610296217379304,-0.3
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:pca1d,15,True,0,0,53.241198998875916,1341.063032974489,1282.6264050090685,60.0,1.0,1.0,375,-495.68740481646574,118.27436935350597,-0.21287095217061194,0.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:rabitq_strat,15,True,0,0,52.28194885421544,1341.063032974489,1297.304218984209,49.0,0.5614013671875,1.0,203,-440.15277005149983,58.00750931123415,-0.2898084610142952,-0.18333333333333332
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:rsvd,15,True,0,0,7.707747048698366,1341.063032974489,1256.7773789633065,52.0,0.67877197265625,1.0,245,-530.4339703158863,199.33007432303015,-0.13486497891092203,0.13333333333333333
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,5.91149996034801,1341.063032974489,1279.391372925602,52.0,0.67877197265625,1.0,244,-252.36833367263898,213.8578402943676,-0.0543912900921508,-0.13333333333333333
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:sparse_rp,15,True,0,0,-6.6406019032001495,1341.063032974489,1339.5613499451429,49.0,0.5614013671875,1.0,202,-280.3540027547084,127.25193008567047,-0.17748275963320181,-0.18333333333333332
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,CaseB:zorder_morton,15,True,0,0,-5.475552985444665,1341.063032974489,1225.3413010621443,55.0,0.803955078125,1.0,304,-1006.8186355343399,77.19177052398052,-0.3411509768040594,-0.08333333333333333
tpc_h/q3 SIFT sf10 sel0.001 qid0,B1,oracle,15,True,0,0,-81.19398506823927,1341.063032974489,1240.370383951813,39.0,0.25238037109375,1.0,76,-453.40152933630935,101.11494999592306,-0.29106498860216407,-0.35
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,B1,15,True,0,0,5173.330243094824,6304.794545052573,1341.063032974489,0.0,6.103515625e-05,0.02471923828125,118,4806.382432456981,7298.5054872803885,2.017996152137632,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:chao_weighted,15,True,0,0,5166.022270102985,6304.794545052573,1328.0743339564651,0.0,6.103515625e-05,0.02471923828125,122,4783.6413001292385,7227.593539893278,2.0393672025398235,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,5185.443797032349,6304.794545052573,1346.019848017022,0.0,6.103515625e-05,0.02471923828125,127,4342.502990368327,7109.926756309577,1.7770648417243444,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:hilbert_real,15,True,0,0,4642.054031952284,6304.794545052573,1299.6572069823742,0.0,6.103515625e-05,0.02471923828125,120,4364.236821252853,7117.894775039165,1.770714551670698,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:hyperloglog,15,True,0,0,4706.625515944324,6304.794545052573,1359.799804049544,0.0,6.103515625e-05,0.02471923828125,126,4388.35337138405,7200.645057299988,1.7601170734085816,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:ica_fastica,15,True,0,0,5031.068695010617,6304.794545052573,1356.5328270196915,0.0,6.103515625e-05,0.02471923828125,123,4755.06162924692,7156.764307607663,2.0876222441830707,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,4515.591289848089,6304.794545052573,1444.6138350758702,0.0,6.103515625e-05,0.02471923828125,128,3856.1959906834336,6845.736483903019,1.5236512199440526,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:mhist2,15,True,0,0,4580.657750018872,6304.794545052573,1337.1050629066303,0.0,6.103515625e-05,0.02471923828125,131,4185.460878537851,7100.4880698372535,1.669759295180355,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:pca1d,15,True,0,0,5247.765006031841,6304.794545052573,1282.6264050090685,0.0,6.103515625e-05,0.02471923828125,124,4550.139823384621,7238.6576307021705,1.892329141058623,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,5233.647232991643,6304.794545052573,1297.304218984209,0.0,6.103515625e-05,0.02471923828125,132,4497.922598437872,7249.379205679869,1.8224525456455465,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:rsvd,15,True,0,0,5190.469761029817,6304.794545052573,1256.7773789633065,0.0,6.103515625e-05,0.02471923828125,129,4531.050506228154,7327.598193819283,1.8139067795836115,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,5231.464149081148,6304.794545052573,1279.391372925602,0.0,6.103515625e-05,0.02471923828125,121,4774.157726449,7261.913131839052,2.041472734542204,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:sparse_rp,15,True,0,0,5177.623774157837,6304.794545052573,1339.5613499451429,0.0,6.103515625e-05,0.02471923828125,130,4595.954156550384,7293.796761876242,1.8852170136410848,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,CaseB:zorder_morton,15,True,0,0,4710.536863887683,6304.794545052573,1225.3413010621443,0.0,6.103515625e-05,0.02471923828125,125,4149.360038109007,7066.7793215357215,1.6606030541807644,1.0
tpc_h/q3 SIFT sf10 sel0.001 qid0,baseline,oracle,15,True,0,0,4833.481159177609,6304.794545052573,1240.370383951813,0.0,6.103515625e-05,0.02471923828125,119,4648.876224031749,7091.573919036891,2.0321249342485532,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:chao_weighted,15,True,0,0,88.56123802252114,4767.403944046237,5106.591361924075,50.0,0.5994873046875,1.0,212,-689.2275361185118,221.555285165862,-0.2412066980167494,-0.16666666666666666
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,42.31163510121405,4767.403944046237,4573.7714120186865,50.0,0.5994873046875,1.0,213,-296.591147564856,613.21679443994,0.15322732238929385,0.16666666666666666
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:hilbert_real,15,True,0,0,-21.35072892997414,4767.403944046237,4903.424859978259,53.0,0.7197265625,1.0,268,-565.3310293793523,633.5628545813958,-0.007667136574446152,-0.11666666666666667
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:hyperloglog,15,True,0,0,-389.3115919781849,4767.403944046237,5429.30476705078,36.0,0.1876220703125,1.0,53,-680.2252526474573,118.10216008336235,-0.32822012366507736,-0.4
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:ica_fastica,15,True,0,0,52.7644120156765,4767.403944046237,4833.280318998732,58.0,0.93408203125,1.0,347,-490.1682815087649,621.2970363810499,0.005040122266357671,-0.03333333333333333
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,-13.131313840858638,4767.403944046237,5217.653295025229,44.0,0.389404296875,1.0,137,-899.4781600839149,121.06485316510383,-0.3345492804162414,-0.26666666666666666
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:mhist2,15,True,0,0,255.82077715080231,4767.403944046237,4559.248214005493,38.0,0.22930908203125,1.0,68,-689.5419205112073,756.8285667531499,0.03112574243638921,0.36666666666666664
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:pca1d,15,True,0,0,-109.4705790746957,4767.403944046237,5036.980519071221,57.0,0.890380859375,1.0,334,-485.2233436276826,605.1303157507205,0.021728510237674806,-0.05
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:rabitq_strat,15,True,0,0,13.19936802610755,4767.403944046237,5057.936094002798,54.0,0.76153564453125,1.0,290,-424.01128172602813,404.4198077742474,-0.027617232933435515,-0.1
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:rsvd,15,True,0,0,-37.35918505117297,4767.403944046237,5334.057308034971,54.0,0.76153564453125,1.0,289,-528.767975649292,336.8786995949141,-0.09474257404229387,-0.1
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,48.28881309367716,4767.403944046237,4698.640516027808,53.0,0.7197265625,1.0,269,-334.75991414762876,501.7378874175482,0.0847185639604517,0.11666666666666667
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:sparse_rp,15,True,0,0,-399.196968995966,4767.403944046237,5833.626816980541,24.0,0.041259765625,1.0,14,-1076.5220243860192,-133.15940515545716,-0.5779058989770371,-0.6
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,CaseB:zorder_morton,15,True,0,0,-333.32632307428867,4767.403944046237,5444.427898037247,34.0,0.15142822265625,1.0,43,-914.2079051333712,-30.6542407806654,-0.4516726755535278,-0.43333333333333335
tpc_h/q3 SIFT sf10 sel0.01 qid0,B1,oracle,15,True,0,0,16.858351998962462,4767.403944046237,5200.190797098912,59.0,0.97796630859375,1.0,361,-426.74327052780427,235.05912028194862,-0.10847903651136225,-0.016666666666666666
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,B1,15,True,0,0,3237.6253658439964,7865.664670011029,4767.403944046237,0.0,6.103515625e-05,0.02471923828125,133,2432.9080376960337,3853.1497721864916,2.0744447916365667,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:chao_weighted,15,True,0,0,3297.9458218906075,7865.664670011029,5106.591361924075,1.0,0.0001220703125,0.02471923828125,214,2128.7418336198125,3679.860896718649,1.7286633135687268,0.9833333333333333
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,3450.7789448834956,7865.664670011029,4573.7714120186865,0.0,6.103515625e-05,0.02471923828125,140,2814.185901745611,3830.928366153966,3.0115605192283734,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:hilbert_real,15,True,0,0,3216.2746369140223,7865.664670011029,4903.424859978259,0.0,6.103515625e-05,0.02471923828125,135,2640.7515894404305,3694.3569007772016,2.806465468759834,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:hyperloglog,15,True,0,0,3254.4124720152467,7865.664670011029,5429.30476705078,1.0,0.0001220703125,0.02471923828125,215,2221.523319632397,3475.2453516113255,2.1084771109486455,0.9833333333333333
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:ica_fastica,15,True,0,0,3277.234593988396,7865.664670011029,4833.280318998732,0.0,6.103515625e-05,0.02471923828125,137,2642.6363441097783,3719.070182438202,2.7350615749904197,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,3224.4940520031378,7865.664670011029,5217.653295025229,1.0,0.0001220703125,0.02471923828125,216,2066.480187131092,3474.1040920609757,1.8086932101831346,0.9833333333333333
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:mhist2,15,True,0,0,3248.5740279080346,7865.664670011029,4559.248214005493,0.0,6.103515625e-05,0.02471923828125,142,2753.87108474543,3661.1695047351527,3.3829746105356975,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:pca1d,15,True,0,0,3269.942304934375,7865.664670011029,5036.980519071221,0.0,6.103515625e-05,0.02471923828125,138,2540.6498675581925,3927.909812163173,2.135661970725024,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,3369.2755070514977,7865.664670011029,5057.936094002798,0.0,6.103515625e-05,0.02471923828125,143,2585.1891280638906,3730.425864481367,2.5325020583198383,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:rsvd,15,True,0,0,3299.243259942159,7865.664670011029,5334.057308034971,0.0,6.103515625e-05,0.02471923828125,141,2506.966134034058,3646.271557534152,2.5283317788456525,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,3281.1312889680266,7865.664670011029,4698.640516027808,0.0,6.103515625e-05,0.02471923828125,136,2644.9636058953665,3841.575123025298,2.447692338635508,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:sparse_rp,15,True,0,0,3223.1810599332675,7865.664670011029,5833.626816980541,3.0,0.00030517578125,0.0543212890625,228,1754.3665518858083,3306.8360255998164,1.5201613483232705,0.95
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,CaseB:zorder_morton,15,True,0,0,3261.582945007831,7865.664670011029,5444.427898037247,0.0,6.103515625e-05,0.02471923828125,139,2063.9542933679572,3361.7421782691963,1.9102063239041742,1.0
tpc_h/q3 SIFT sf10 sel0.01 qid0,baseline,oracle,15,True,0,0,3241.3382368395105,7865.664670011029,5200.190797098912,0.0,6.103515625e-05,0.02471923828125,134,2447.733565539044,3678.518379984306,2.2808446553080697,1.0
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:chao_weighted,15,True,0,0,-70.38086594548076,1766.4429519791156,1815.788505016826,54.0,0.76153564453125,1.0,291,-191.11567358563966,177.58687503849302,-0.01817008528731459,-0.1
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,-91.22829895932227,1766.4429519791156,1797.5734749343246,39.0,0.25238037109375,1.0,78,-282.0820466657945,121.41547021766493,-0.179142787396683,-0.35
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:hilbert_real,15,True,0,0,-118.15296800341457,1766.4429519791156,1828.4005620516837,39.0,0.25238037109375,1.0,77,-407.23442170070484,95.59109787592506,-0.2521603092464956,-0.35
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:hyperloglog,15,True,0,0,-36.07123892288655,1766.4429519791156,1807.6597249601036,43.0,0.359130859375,1.0,123,-542.3837131061979,137.74856036722937,-0.24062039142624878,-0.2833333333333333
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:ica_fastica,15,True,0,0,-18.5739160515368,1766.4429519791156,1763.9933989848942,57.0,0.890380859375,1.0,335,-125.96890081748522,232.5661909599633,0.11778018132542543,0.05
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,-47.74899885524064,1766.4429519791156,1834.3615299090743,47.0,0.48870849609375,1.0,180,-372.20106279516284,163.14195218166142,-0.15906140698101615,-0.21666666666666667
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:mhist2,15,True,0,0,-48.73279691673815,1766.4429519791156,1804.5813270146027,43.0,0.359130859375,1.0,124,-406.52886365753756,136.4020068446794,-0.19921412936014593,-0.2833333333333333
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:pca1d,15,True,0,0,30.51408100873232,1766.4429519791156,1756.0984500451013,58.0,0.93408203125,1.0,348,-176.84495357292084,170.70152516302184,-0.0015816012539246968,0.03333333333333333
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:rabitq_strat,15,True,0,0,-148.79566698800772,1766.4429519791156,1865.0996430078521,24.0,0.041259765625,1.0,15,-432.65451018950745,62.58556999479574,-0.3422766809648642,-0.6
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:rsvd,15,True,0,0,-5.380389979109168,1766.4429519791156,1764.7772390628234,59.0,0.97796630859375,1.0,362,-216.95517258097726,202.85292298125566,-0.014453884277615328,-0.016666666666666666
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,-103.63700508605689,1766.4429519791156,1869.279911974445,34.0,0.15142822265625,1.0,44,-399.88336726266425,88.4345519121654,-0.26063674271653986,-0.43333333333333335
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:sparse_rp,15,True,0,0,34.749471000395715,1766.4429519791156,1709.45473597385,52.0,0.67877197265625,1.0,246,-78.94237604904143,269.62937874118,0.19418645179478838,0.13333333333333333
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,CaseB:zorder_morton,15,True,0,0,-49.016066011972725,1766.4429519791156,1844.7592969750986,30.0,0.0946044921875,1.0,28,-189.76171239143395,125.6699979111241,-0.13753073191008594,-0.5
tpc_h/q3 SSN sf10 sel0.001 qid0,B1,oracle,15,True,0,0,13.300347956828773,1766.4429519791156,1767.676352057606,48.0,0.52447509765625,1.0,188,-50.590696148574345,317.8844383463729,0.2779145382595175,0.2
tpc_h/q3 SSN sf10 sel0.001 qid0,baseline,B1,15,True,0,0,5039.052819949575,6907.628779998049,1766.4429519791156,0.0,6.103515625e-05,0.02471923828125,144,4906.586741479114,5448.9532527077245,9.007664305155414,1.0
tpc_h/q3 SSN sf10 sel0.001 qid0,baseline,CaseB:chao_weighted,15,True,0,0,5052.540356991813,6907.628779998049,1815.788505016826,0.0,6.103515625e-05,0.02471923828125,148,4875.0652754778275,5469.616938000157,7.879345769537765,1.0
tpc_h/q3 SSN sf10 sel0.001 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,5065.05670491606,6907.628779998049,1797.5734749343246,0.0,6.103515625e-05,0.02471923828125,153,4754.365799402003,5410.515717413509,7.043364470927986,1.0
tpc_h/q3 SSN sf10 sel0.001 qid0,baseline,CaseB:hilbert_real,15,True,0,0,4870.971980970353,6907.628779998049,1828.4005620516837,0.0,6.103515625e-05,0.02471923828125,146,4710.417360685339,5377.0874635446435,7.021628611316213,1.0
tpc_h/q3 SSN sf10 sel0.001 qid0,baseline,CaseB:hyperloglog,15,True,0,0,5050.210401066579,6907.628779998049,1807.6597249601036,0.0,6.103515625e-05,0.02471923828125,152,4491.862312109442,5432.341360642458,4.778626420868585,1.0
