table_pair,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D_deep_target,D_wiki_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,33248,471.7963562011719,2.1035821437835693,7960,2046.4285714285713,3.8897033158813263,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,779894,520.0441284179688,2.428924083709717,8147,2068.3333333333335,3.938920225624496,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,304120,483.2489929199219,2.57894229888916,7854,8225.874613003096,1.0473484355746239,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,73745,475.82330322265625,2.5097620487213135,7575,6161.34520123839,1.2294393111552124,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,516733,518.1920776367188,2.8653626441955566,8156,8286.047619047618,1.0159450244050539,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,181346,515.7211303710938,3.1206812858581543,8085,8199.124649859943,1.0141156029511371,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,620747,490.85638427734375,2.927414894104004,7857,4129.058823529412,1.9028549448670826,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,738510,484.3815612792969,2.402500629425049,7956,4088.166666666667,1.9461046108687674,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,111011,619.6851196289062,2.744110584259033,7852,6263.558518518519,1.253600485536325,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,426052,496.3959045410156,2.700775384902954,8049,2099.535714285714,3.8337047306377263,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,724169,483.02764892578125,2.68540358543396,8206,10333.131098674288,1.2592165608913342,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,588630,489.6611022949219,2.7094972133636475,8207,14589.222222222223,1.777655930574171,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,790256,491.0397033691406,2.567054033279419,8237,8400.722672064778,1.019876492905764,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,201003,528.5396118164062,2.689554452896118,8314,4192.111111111111,1.9832489596861829,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,6443,494.25982666015625,2.4705615043640137,7832,2064.529411764706,3.793600592643246,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,642763,507.8333435058594,2.4056813716888428,8242,6326.700854700855,1.3027326863219781,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,193392,551.7854614257812,2.846799373626709,8184,6328.603174603175,1.2931763572793715,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,203755,458.30963134765625,2.872863292694092,7770,4199.402714932126,1.8502631272708467,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,94462,470.1179504394531,2.8380818367004395,8053,4154.35,1.938450058372549,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,590890,571.0032348632812,2.8598101139068604,8244,10548.088522588523,1.2794867203528049,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,783383,510.24749755859375,2.81827974319458,8169,4181.276455026455,1.9537096118530424,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,737605,456.04693603515625,2.8511314392089844,7694,8240.016806722688,1.0709665722280592,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,516560,541.2479248046875,3.073276996612549,7889,2099.535714285714,3.7574974058890573,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,137642,562.4058837890625,2.7730391025543213,8163,6273.158730158731,1.301258321546321,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,37803,575.6770629882812,2.835411787033081,7972,8328.461538461539,1.044714191979621,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,254800,533.5266723632812,2.7787673473358154,8460,12529.015873015873,1.4809711433824908,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,605930,551.7850952148438,2.638248920440674,8547,8346.961538461539,1.0239654227010289,384,384
